,region_index,city,region_label,time,speed_kmh,free_flow_speed_kmh,congestion_level,travel_time_per_10_km_min
53301,9,London,Newham,2025-02-19 09:00:00,29.2,39.3,34.7,20.5
53302,9,London,Newham,2025-02-19 10:00:00,28.8,38.8,34.9,20.8
53303,9,London,Newham,2025-02-19 11:00:00,29.1,38.4,31.9,20.5
53304,9,London,Newham,2025-02-19 12:00:00,28.1,38.4,36.2,21.2
53305,9,London,Newham,2025-02-19 13:00:00,27.8,38.0,36.7,21.5
53306,9,London,Newham,2025-02-19 14:00:00,27.3,38.0,38.9,21.9
53307,9,London,Newham,2025-02-19 15:00:00,26.3,37.7,43.2,22.7
53308,9,London,Newham,2025-02-19 16:00:00,25.3,37.6,48.4,23.6
53309,9,London,Newham,2025-02-19 17:00:00,23.9,37.3,55.5,25.0
53310,9,London,Newham,2025-02-19 18:00:00,24.8,37.2,49.9,24.1
53311,9,London,Newham,2025-02-19 19:00:00,26.2,37.0,40.8,22.8
53312,9,London,Newham,2025-02-19 20:00:00,27.7,36.4,31.2,21.6
53313,9,London,Newham,2025-02-19 21:00:00,29.3,37.2,26.8,20.4
53314,9,London,Newham,2025-02-19 22:00:00,30.2,37.7,24.9,19.8
53315,9,London,Newham,2025-02-19 23:00:00,33.4,38.1,14.2,17.9
53316,9,London,Newham,2025-02-20 00:00:00,34.6,38.3,10.5,17.3
53317,9,London,Newham,2025-02-20 01:00:00,35.7,38.3,7.1,16.7
53318,9,London,Newham,2025-02-20 02:00:00,36.8,38.3,4.1,16.2
53319,9,London,Newham,2025-02-20 03:00:00,38.0,39.5,3.9,15.7
53320,9,London,Newham,2025-02-20 04:00:00,40.5,41.4,2.3,14.8
53321,9,London,Newham,2025-02-20 05:00:00,41.6,43.0,3.3,14.4
53322,9,London,Newham,2025-02-20 06:00:00,38.1,44.0,15.2,15.7
53323,9,London,Newham,2025-02-20 07:00:00,32.7,41.3,26.2,18.3
53324,9,London,Newham,2025-02-20 08:00:00,30.1,40.3,33.7,19.8
53325,9,London,Newham,2025-02-20 09:00:00,30.0,39.3,30.9,19.9
53326,9,London,Newham,2025-02-20 10:00:00,29.9,39.1,30.8,20.0
53327,9,London,Newham,2025-02-20 11:00:00,28.8,38.3,32.8,20.7
53328,9,London,Newham,2025-02-20 12:00:00,27.4,38.3,39.7,21.8
53329,9,London,Newham,2025-02-20 13:00:00,24.3,38.0,56.2,24.6
53330,9,London,Newham,2025-02-20 14:00:00,20.4,36.2,77.2,29.2
53331,9,London,Newham,2025-02-20 15:00:00,21.1,36.5,72.3,28.3
53332,9,London,Newham,2025-02-20 16:00:00,20.9,36.6,75.5,28.7
53333,9,London,Newham,2025-02-20 17:00:00,19.8,35.8,80.8,30.2
53334,9,London,Newham,2025-02-20 18:00:00,23.7,37.0,56.3,25.2
53335,9,London,Newham,2025-02-20 19:00:00,25.5,36.8,44.1,23.4
53336,9,London,Newham,2025-02-20 20:00:00,27.0,36.9,36.8,22.2
53337,9,London,Newham,2025-02-20 21:00:00,29.5,37.2,26.3,20.3
53338,9,London,Newham,2025-02-20 22:00:00,30.4,37.6,23.5,19.6
53339,9,London,Newham,2025-02-20 23:00:00,32.0,38.0,18.7,18.7
53340,9,London,Newham,2025-02-21 00:00:00,34.1,38.0,11.4,17.5
53341,9,London,Newham,2025-02-21 01:00:00,35.2,37.8,7.2,17.0
53342,9,London,Newham,2025-02-21 02:00:00,35.4,37.5,5.9,16.9
53343,9,London,Newham,2025-02-21 03:00:00,37.2,38.8,4.2,16.1
53344,9,London,Newham,2025-02-21 04:00:00,40.7,41.9,3.0,14.7
53345,9,London,Newham,2025-02-21 05:00:00,41.1,43.7,6.3,14.5
53346,9,London,Newham,2025-02-21 06:00:00,33.8,43.6,29.0,17.7
53347,9,London,Newham,2025-02-21 07:00:00,29.7,40.6,36.6,20.1
53348,9,London,Newham,2025-02-21 08:00:00,30.7,39.6,29.1,19.5
53349,9,London,Newham,2025-02-21 09:00:00,31.8,40.0,25.7,18.8
53350,9,London,Newham,2025-02-21 10:00:00,30.7,39.5,28.6,19.5
53351,9,London,Newham,2025-02-21 11:00:00,29.4,38.5,30.6,20.3
53352,9,London,Newham,2025-02-21 12:00:00,29.8,38.6,29.4,20.0
53353,9,London,Newham,2025-02-21 13:00:00,29.5,38.6,30.5,20.2
53354,9,London,Newham,2025-02-21 14:00:00,26.7,37.8,41.6,22.4
53355,9,London,Newham,2025-02-21 15:00:00,24.9,37.3,49.4,24.0
53356,9,London,Newham,2025-02-21 16:00:00,24.1,37.2,54.0,24.8
53357,9,London,Newham,2025-02-21 17:00:00,22.9,37.2,62.7,26.1
53358,9,London,Newham,2025-02-21 18:00:00,22.4,36.9,64.3,26.6
53359,9,London,Newham,2025-02-21 19:00:00,22.7,36.8,62.2,26.3
53360,9,London,Newham,2025-02-21 20:00:00,24.7,36.8,48.7,24.2
53361,9,London,Newham,2025-02-21 21:00:00,27.7,37.3,34.3,21.6
53362,9,London,Newham,2025-02-21 22:00:00,29.3,37.5,27.7,20.4
53363,9,London,Newham,2025-02-21 23:00:00,32.0,38.9,21.4,18.7
53364,9,London,Newham,2025-02-22 00:00:00,34.0,38.9,14.6,17.6
53365,9,London,Newham,2025-02-22 01:00:00,35.0,38.8,10.8,17.1
53366,9,London,Newham,2025-02-22 02:00:00,35.2,38.3,8.6,17.0
53367,9,London,Newham,2025-02-22 03:00:00,36.2,38.8,7.1,16.5
53368,9,London,Newham,2025-02-22 04:00:00,36.6,39.1,6.7,16.3
53369,9,London,Newham,2025-02-22 05:00:00,38.6,40.8,5.6,15.5
53370,9,London,Newham,2025-02-22 06:00:00,39.3,42.3,7.5,15.2
53371,9,London,Newham,2025-02-22 07:00:00,39.3,42.6,8.4,15.2
53372,9,London,Newham,2025-02-22 08:00:00,35.9,40.8,13.6,16.7
53373,9,London,Newham,2025-02-22 09:00:00,32.6,39.6,21.5,18.3
53374,9,London,Newham,2025-02-22 10:00:00,30.8,39.2,27.2,19.4
53375,9,London,Newham,2025-02-22 11:00:00,29.1,39.0,34.3,20.6
53376,9,London,Newham,2025-02-22 12:00:00,27.1,38.7,42.7,22.0
53377,9,London,Newham,2025-02-22 13:00:00,26.5,38.6,45.8,22.6
53378,9,London,Newham,2025-02-22 14:00:00,26.1,38.0,45.4,22.9
53379,9,London,Newham,2025-02-22 15:00:00,25.7,38.3,48.6,23.2
53380,9,London,Newham,2025-02-22 16:00:00,24.9,38.1,52.9,24.0
53381,9,London,Newham,2025-02-22 17:00:00,24.3,37.6,54.2,24.6
53382,9,London,Newham,2025-02-22 18:00:00,23.6,37.5,59.0,25.4
53383,9,London,Newham,2025-02-22 19:00:00,23.9,37.3,55.8,25.0
53384,9,London,Newham,2025-02-22 20:00:00,26.7,37.4,40.1,22.4
53385,9,London,Newham,2025-02-22 21:00:00,28.7,37.1,29.5,20.8
53386,9,London,Newham,2025-02-22 22:00:00,30.2,37.9,25.5,19.8
53387,9,London,Newham,2025-02-22 23:00:00,30.8,38.2,24.2,19.4
53388,9,London,Newham,2025-02-23 00:00:00,33.5,38.7,15.5,17.8
53389,9,London,Newham,2025-02-23 01:00:00,35.9,39.5,9.9,16.7
53390,9,London,Newham,2025-02-23 02:00:00,36.2,38.7,6.7,16.5
53391,9,London,Newham,2025-02-23 03:00:00,36.9,39.1,5.9,16.2
53392,9,London,Newham,2025-02-23 04:00:00,36.6,38.9,6.2,16.3
53393,9,London,Newham,2025-02-23 05:00:00,37.4,39.9,6.8,16.0
53394,9,London,Newham,2025-02-23 06:00:00,39.2,41.8,6.6,15.3
53395,9,London,Newham,2025-02-23 07:00:00,38.7,41.4,7.1,15.4
53396,9,London,Newham,2025-02-23 08:00:00,37.2,40.8,9.7,16.1
53397,9,London,Newham,2025-02-23 09:00:00,35.6,40.6,14.2,16.8
53398,9,London,Newham,2025-02-23 10:00:00,33.3,40.0,20.2,18.0
53399,9,London,Newham,2025-02-23 11:00:00,29.8,38.9,30.5,20.0
53400,9,London,Newham,2025-02-23 12:00:00,28.4,39.0,37.4,21.0
53401,9,London,Newham,2025-02-23 13:00:00,26.2,38.6,47.6,22.8
53402,9,London,Newham,2025-02-23 14:00:00,26.7,38.4,43.6,22.4
53403,9,London,Newham,2025-02-23 15:00:00,26.7,38.0,42.1,22.4
53404,9,London,Newham,2025-02-23 16:00:00,25.9,37.5,44.5,23.1
53405,9,London,Newham,2025-02-23 17:00:00,27.1,37.6,38.6,22.1
53406,9,London,Newham,2025-02-23 18:00:00,26.0,37.2,42.6,23.0
53407,9,London,Newham,2025-02-23 19:00:00,27.5,37.3,35.3,21.7
53408,9,London,Newham,2025-02-23 20:00:00,28.9,37.3,28.8,20.7
53409,9,London,Newham,2025-02-23 21:00:00,30.9,37.6,21.6,19.3
53410,9,London,Newham,2025-02-23 22:00:00,31.9,37.6,18.1,18.8
53411,9,London,Newham,2025-02-23 23:00:00,32.6,37.5,15.0,18.3
53412,9,London,Newham,2025-02-24 00:00:00,34.2,37.7,10.0,17.5
53413,9,London,Newham,2025-02-24 01:00:00,33.4,36.4,9.0,17.9
53414,9,London,Newham,2025-02-24 02:00:00,34.0,36.6,7.6,17.6
53415,9,London,Newham,2025-02-24 03:00:00,36.5,38.9,6.5,16.4
53416,9,London,Newham,2025-02-24 04:00:00,38.1,39.9,4.8,15.7
53417,9,London,Newham,2025-02-24 05:00:00,38.8,43.0,11.0,15.4
53418,9,London,Newham,2025-02-24 06:00:00,29.1,41.6,42.9,20.6
53419,9,London,Newham,2025-02-24 07:00:00,24.5,38.3,56.2,24.4
53420,9,London,Newham,2025-02-24 08:00:00,20.8,37.1,78.0,28.7
53421,9,London,Newham,2025-02-24 09:00:00,24.3,38.3,57.3,24.6
53422,9,London,Newham,2025-02-24 10:00:00,27.4,38.3,40.0,21.8
53423,9,London,Newham,2025-02-24 11:00:00,28.8,38.5,33.4,20.7
53424,9,London,Newham,2025-02-24 12:00:00,28.0,37.9,35.2,21.4
53425,9,London,Newham,2025-02-24 13:00:00,28.2,37.8,34.1,21.2
53426,9,London,Newham,2025-02-24 14:00:00,27.2,38.0,39.4,22.0
53427,9,London,Newham,2025-02-24 15:00:00,23.6,37.6,59.4,25.4
53428,9,London,Newham,2025-02-24 16:00:00,23.9,37.7,57.6,25.0
53429,9,London,Newham,2025-02-24 17:00:00,23.4,36.6,56.4,25.5
53430,9,London,Newham,2025-02-24 18:00:00,25.0,37.4,49.5,23.9
53431,9,London,Newham,2025-02-24 19:00:00,26.1,36.5,39.8,22.9
53432,9,London,Newham,2025-02-24 20:00:00,28.0,36.5,30.3,21.3
53433,9,London,Newham,2025-02-24 21:00:00,29.9,37.0,23.8,20.0
53434,9,London,Newham,2025-02-24 22:00:00,30.5,37.4,22.2,19.6
53435,9,London,Newham,2025-02-24 23:00:00,32.8,37.6,14.3,18.2
53436,9,London,Newham,2025-02-25 00:00:00,34.5,37.5,8.6,17.3
53437,9,London,Newham,2025-02-25 01:00:00,34.9,37.4,6.9,17.1
53438,9,London,Newham,2025-02-25 02:00:00,34.8,37.5,7.5,17.2
53439,9,London,Newham,2025-02-25 03:00:00,36.5,38.7,6.1,16.4
53440,9,London,Newham,2025-02-25 04:00:00,40.3,41.7,3.5,14.8
53441,9,London,Newham,2025-02-25 05:00:00,39.3,43.6,10.7,15.2
53442,9,London,Newham,2025-02-25 06:00:00,29.9,42.1,40.6,20.0
53443,9,London,Newham,2025-02-25 07:00:00,24.7,38.8,57.2,24.2
53444,9,London,Newham,2025-02-25 08:00:00,21.2,37.3,75.5,28.2
53445,9,London,Newham,2025-02-25 09:00:00,23.6,37.8,59.8,25.3
53446,9,London,Newham,2025-02-25 10:00:00,27.2,38.2,40.2,21.9
53447,9,London,Newham,2025-02-25 11:00:00,28.5,38.1,33.5,21.0
53448,9,London,Newham,2025-02-25 12:00:00,27.7,38.0,36.7,21.5
53449,9,London,Newham,2025-02-25 13:00:00,27.8,38.0,36.7,21.5
53450,9,London,Newham,2025-02-25 14:00:00,27.5,38.2,38.9,21.8
53451,9,London,Newham,2025-02-25 15:00:00,23.9,37.2,55.7,25.0
53452,9,London,Newham,2025-02-25 16:00:00,24.4,37.7,54.1,24.5
53453,9,London,Newham,2025-02-25 17:00:00,23.5,37.3,58.8,25.5
53454,9,London,Newham,2025-02-25 18:00:00,24.7,37.1,50.3,24.2
53455,9,London,Newham,2025-02-25 19:00:00,25.9,37.0,42.9,23.1
53456,9,London,Newham,2025-02-25 20:00:00,28.1,36.7,30.4,21.3
53457,9,London,Newham,2025-02-25 21:00:00,30.1,37.1,23.2,19.9
53458,9,London,Newham,2025-02-25 22:00:00,30.6,37.1,21.1,19.5
53459,9,London,Newham,2025-02-25 23:00:00,33.4,37.9,13.4,17.9
53460,9,London,Newham,2025-02-26 00:00:00,34.9,37.8,8.2,17.1
53461,9,London,Newham,2025-02-26 01:00:00,36.2,38.1,5.1,16.5
53462,9,London,Newham,2025-02-26 02:00:00,36.7,38.3,4.3,16.3
53463,9,London,Newham,2025-02-26 03:00:00,38.4,40.1,4.5,15.6
53464,9,London,Newham,2025-02-26 04:00:00,40.3,41.7,3.4,14.8
53465,9,London,Newham,2025-02-26 05:00:00,41.0,44.0,7.3,14.6
53466,9,London,Newham,2025-02-26 06:00:00,31.7,42.4,33.7,18.8
53467,9,London,Newham,2025-02-26 07:00:00,25.6,39.2,53.1,23.4
53468,9,London,Newham,2025-02-26 08:00:00,22.6,37.6,66.5,26.5
53469,9,London,Newham,2025-02-26 09:00:00,26.5,38.4,45.0,22.6
53470,9,London,Newham,2025-02-26 10:00:00,26.9,38.5,43.0,22.2
53471,9,London,Newham,2025-02-26 11:00:00,27.3,38.3,40.3,21.9
53472,9,London,Newham,2025-02-26 12:00:00,26.4,38.0,43.9,22.7
53473,9,London,Newham,2025-02-26 13:00:00,27.2,37.7,38.5,22.0
53474,9,London,Newham,2025-02-26 14:00:00,25.5,37.0,44.8,23.4
53475,9,London,Newham,2025-02-26 15:00:00,23.3,37.0,59.0,25.7
53476,9,London,Newham,2025-02-26 16:00:00,23.0,37.4,62.0,25.9
53477,9,London,Newham,2025-02-26 17:00:00,22.1,36.8,66.1,27.0
53478,9,London,Newham,2025-02-26 18:00:00,24.9,37.1,48.8,24.0
53479,9,London,Newham,2025-02-26 19:00:00,25.5,36.7,44.1,23.5
53480,9,London,Newham,2025-02-26 20:00:00,27.5,36.6,32.9,21.7
53481,9,London,Newham,2025-02-26 21:00:00,29.5,37.0,25.5,20.3
53482,9,London,Newham,2025-02-26 22:00:00,31.2,37.4,19.8,19.1
53483,9,London,Newham,2025-02-26 23:00:00,33.1,37.8,14.1,18.0
53484,9,London,Newham,2025-02-27 00:00:00,35.0,37.9,8.2,17.1
53485,9,London,Newham,2025-02-27 01:00:00,35.7,37.8,6.0,16.7
53486,9,London,Newham,2025-02-27 02:00:00,37.0,38.6,4.3,16.1
53487,9,London,Newham,2025-02-27 03:00:00,38.8,40.3,3.9,15.4
53488,9,London,Newham,2025-02-27 04:00:00,41.3,42.1,1.9,14.5
53489,9,London,Newham,2025-02-27 05:00:00,41.1,43.8,6.6,14.5
53490,9,London,Newham,2025-02-27 06:00:00,31.6,42.9,35.8,18.9
53491,9,London,Newham,2025-02-27 07:00:00,26.2,39.1,48.9,22.8
53492,9,London,Newham,2025-02-27 08:00:00,22.7,37.5,64.7,26.3
53493,9,London,Newham,2025-02-27 09:00:00,25.9,38.7,49.4,23.1
53494,9,London,Newham,2025-02-27 10:00:00,27.0,38.2,41.4,22.1
53495,9,London,Newham,2025-02-27 11:00:00,28.5,38.1,33.5,21.0
53496,9,London,Newham,2025-02-27 12:00:00,27.8,38.1,37.0,21.5
53497,9,London,Newham,2025-02-27 13:00:00,27.2,38.0,39.6,22.0
53498,9,London,Newham,2025-02-27 14:00:00,26.6,37.7,41.4,22.4
53499,9,London,Newham,2025-02-27 15:00:00,23.6,37.4,58.2,25.3
53500,9,London,Newham,2025-02-27 16:00:00,23.9,37.6,57.6,25.1
53501,9,London,Newham,2025-02-27 17:00:00,22.6,36.8,62.7,26.4
53502,9,London,Newham,2025-02-27 18:00:00,24.2,37.5,54.7,24.7
53503,9,London,Newham,2025-02-27 19:00:00,24.3,36.3,49.1,24.6
53504,9,London,Newham,2025-02-27 20:00:00,27.0,36.7,35.5,22.1
53505,9,London,Newham,2025-02-27 21:00:00,29.1,37.2,27.8,20.5
53506,9,London,Newham,2025-02-27 22:00:00,28.0,37.1,32.2,21.3
53507,9,London,Newham,2025-02-27 23:00:00,31.7,37.8,19.2,18.9
53508,9,London,Newham,2025-02-28 00:00:00,34.9,38.2,9.3,17.1
53509,9,London,Newham,2025-02-28 01:00:00,36.1,38.1,5.5,16.5
53510,9,London,Newham,2025-02-28 02:00:00,36.5,38.3,4.9,16.4
53511,9,London,Newham,2025-02-28 03:00:00,38.1,39.4,3.4,15.7
53512,9,London,Newham,2025-02-28 04:00:00,41.4,42.0,1.3,14.4
53513,9,London,Newham,2025-02-28 05:00:00,41.2,43.3,5.1,14.5
53514,9,London,Newham,2025-02-28 06:00:00,33.5,42.8,27.6,17.8
53515,9,London,Newham,2025-02-28 07:00:00,26.8,39.4,47.2,22.3
53516,9,London,Newham,2025-02-28 08:00:00,24.7,37.4,51.3,24.2
53517,9,London,Newham,2025-02-28 09:00:00,29.1,39.2,34.6,20.5
53518,9,London,Newham,2025-02-28 10:00:00,25.5,38.2,49.7,23.4
53519,9,London,Newham,2025-02-28 11:00:00,28.5,38.4,34.6,20.9
53520,9,London,Newham,2025-02-28 12:00:00,28.3,38.2,34.7,21.1
53521,9,London,Newham,2025-02-28 13:00:00,29.1,38.3,31.3,20.5
53522,9,London,Newham,2025-02-28 14:00:00,25.9,37.9,46.1,23.1
53523,9,London,Newham,2025-02-28 15:00:00,21.4,36.9,72.2,28.0
53524,9,London,Newham,2025-02-28 16:00:00,22.3,36.8,64.6,26.8
53525,9,London,Newham,2025-02-28 17:00:00,22.8,37.1,62.3,26.2
53526,9,London,Newham,2025-02-28 18:00:00,24.2,37.2,53.9,24.7
53527,9,London,Newham,2025-02-28 19:00:00,24.8,36.5,47.3,24.1
53528,9,London,Newham,2025-02-28 20:00:00,27.2,36.8,35.2,22.0
53529,9,London,Newham,2025-02-28 21:00:00,28.4,36.6,28.7,21.0
53530,9,London,Newham,2025-02-28 22:00:00,29.4,37.2,26.1,20.3
53531,9,London,Newham,2025-02-28 23:00:00,31.6,37.2,17.7,18.9
53532,9,London,Newham,2025-03-01 00:00:00,32.9,37.3,13.3,18.1
53533,9,London,Newham,2025-03-01 01:00:00,34.6,37.5,8.1,17.3
53534,9,London,Newham,2025-03-01 02:00:00,36.0,37.7,4.9,16.6
53535,9,London,Newham,2025-03-01 03:00:00,37.4,38.5,2.9,16.0
53536,9,London,Newham,2025-03-01 04:00:00,39.2,39.7,1.3,15.2
53537,9,London,Newham,2025-03-01 05:00:00,37.9,40.0,5.6,15.8
53538,9,London,Newham,2025-03-01 06:00:00,39.4,42.0,6.6,15.2
53539,9,London,Newham,2025-03-01 07:00:00,40.2,43.2,7.3,14.9
53540,9,London,Newham,2025-03-01 08:00:00,36.9,41.4,12.0,16.2
53541,9,London,Newham,2025-03-01 09:00:00,33.3,39.9,19.7,17.9
53542,9,London,Newham,2025-03-01 10:00:00,31.1,39.2,26.1,19.2
53543,9,London,Newham,2025-03-01 11:00:00,29.1,38.8,33.0,20.5
53544,9,London,Newham,2025-03-01 12:00:00,27.0,38.7,43.3,22.2
53545,9,London,Newham,2025-03-01 13:00:00,25.5,38.0,48.8,23.4
53546,9,London,Newham,2025-03-01 14:00:00,23.2,37.3,60.5,25.7
53547,9,London,Newham,2025-03-01 15:00:00,24.0,37.5,56.6,24.9
53548,9,London,Newham,2025-03-01 16:00:00,25.0,37.8,51.0,23.9
53549,9,London,Newham,2025-03-01 17:00:00,26.4,38.0,43.9,22.6
53550,9,London,Newham,2025-03-01 18:00:00,24.9,37.5,50.4,24.0
53551,9,London,Newham,2025-03-01 19:00:00,25.7,36.9,43.5,23.2
53552,9,London,Newham,2025-03-01 20:00:00,29.5,37.5,27.0,20.2
53553,9,London,Newham,2025-03-01 21:00:00,29.4,37.4,27.1,20.3
53554,9,London,Newham,2025-03-01 22:00:00,30.6,37.8,23.7,19.6
53555,9,London,Newham,2025-03-01 23:00:00,32.7,38.5,17.6,18.3
53556,9,London,Newham,2025-03-02 00:00:00,34.6,39.0,12.6,17.3
53557,9,London,Newham,2025-03-02 01:00:00,35.7,38.7,8.4,16.7
53558,9,London,Newham,2025-03-02 02:00:00,36.6,38.8,6.0,16.3
53559,9,London,Newham,2025-03-02 03:00:00,39.0,40.4,3.7,15.3
53560,9,London,Newham,2025-03-02 04:00:00,38.7,39.3,1.3,15.4
53561,9,London,Newham,2025-03-02 05:00:00,37.1,39.3,5.9,16.1
53562,9,London,Newham,2025-03-02 06:00:00,39.2,41.1,4.8,15.2
53563,9,London,Newham,2025-03-02 07:00:00,40.1,41.9,4.5,14.9
53564,9,London,Newham,2025-03-02 08:00:00,37.9,41.2,8.5,15.8
53565,9,London,Newham,2025-03-02 09:00:00,35.0,40.2,14.7,17.1
53566,9,London,Newham,2025-03-02 10:00:00,32.2,39.4,22.1,18.5
53567,9,London,Newham,2025-03-02 11:00:00,30.1,38.8,28.9,19.9
53568,9,London,Newham,2025-03-02 12:00:00,27.7,38.5,38.9,21.6
53569,9,London,Newham,2025-03-02 13:00:00,25.1,37.6,49.9,23.8
53570,9,London,Newham,2025-03-02 14:00:00,22.9,36.8,60.4,26.1
53571,9,London,Newham,2025-03-02 15:00:00,24.1,37.0,53.2,24.8
53572,9,London,Newham,2025-03-02 16:00:00,24.5,37.3,52.1,24.4
53573,9,London,Newham,2025-03-02 17:00:00,26.2,37.6,43.3,22.8
53574,9,London,Newham,2025-03-02 18:00:00,30.8,38.1,23.6,19.4
53575,9,London,Newham,2025-03-02 19:00:00,29.1,37.3,28.1,20.5
53576,9,London,Newham,2025-03-02 20:00:00,30.1,37.4,23.9,19.8
53577,9,London,Newham,2025-03-02 21:00:00,30.0,36.8,22.4,19.9
53578,9,London,Newham,2025-03-02 22:00:00,31.4,36.8,17.1,19.1
53579,9,London,Newham,2025-03-02 23:00:00,32.9,36.9,12.0,18.1
53580,9,London,Newham,2025-03-03 00:00:00,33.7,36.7,8.9,17.7
53581,9,London,Newham,2025-03-03 01:00:00,34.2,36.5,6.7,17.5
53582,9,London,Newham,2025-03-03 02:00:00,34.8,36.5,4.8,17.2
53583,9,London,Newham,2025-03-03 03:00:00,37.0,38.5,4.0,16.1
53584,9,London,Newham,2025-03-03 04:00:00,40.9,41.3,1.0,14.6
53585,9,London,Newham,2025-03-03 05:00:00,39.0,42.4,8.5,15.3
53586,9,London,Newham,2025-03-03 06:00:00,31.1,41.8,34.2,19.2
53587,9,London,Newham,2025-03-03 07:00:00,25.7,39.3,52.6,23.2
53588,9,London,Newham,2025-03-03 08:00:00,22.9,37.6,64.2,26.1
53589,9,London,Newham,2025-03-03 09:00:00,25.9,38.7,49.2,23.1
53590,9,London,Newham,2025-03-03 10:00:00,28.6,38.4,34.0,20.9
53591,9,London,Newham,2025-03-03 11:00:00,27.3,37.6,37.8,21.9
53592,9,London,Newham,2025-03-03 12:00:00,25.1,36.7,45.8,23.8
53593,9,London,Newham,2025-03-03 13:00:00,26.0,37.2,43.0,23.0
53594,9,London,Newham,2025-03-03 14:00:00,25.2,37.5,48.5,23.7
53595,9,London,Newham,2025-03-03 15:00:00,21.3,37.0,73.4,28.0
53596,9,London,Newham,2025-03-03 16:00:00,18.4,35.3,91.2,32.4
53597,9,London,Newham,2025-03-03 17:00:00,16.0,34.4,114.5,37.4
53598,9,London,Newham,2025-03-03 18:00:00,19.1,35.5,85.7,31.3
53599,9,London,Newham,2025-03-03 19:00:00,25.0,35.6,42.1,23.9
53600,9,London,Newham,2025-03-03 20:00:00,29.1,36.3,24.5,20.5
53601,9,London,Newham,2025-03-03 21:00:00,29.8,36.5,22.4,20.1
53602,9,London,Newham,2025-03-03 22:00:00,30.0,36.4,21.2,19.9
53603,9,London,Newham,2025-03-03 23:00:00,27.5,34.1,24.0,21.7
53604,9,London,Newham,2025-03-04 00:00:00,28.6,33.9,18.4,20.9
53605,9,London,Newham,2025-03-04 01:00:00,31.3,34.3,9.4,19.1
53606,9,London,Newham,2025-03-04 02:00:00,32.3,34.1,5.4,18.5
53607,9,London,Newham,2025-03-04 03:00:00,35.5,36.7,3.2,16.8
53608,9,London,Newham,2025-03-04 04:00:00,36.9,39.2,6.3,16.2
53609,9,London,Newham,2025-03-04 05:00:00,28.3,39.0,37.8,21.1
53610,9,London,Newham,2025-03-04 06:00:00,23.6,38.7,63.6,25.3
53611,9,London,Newham,2025-03-04 07:00:00,23.1,38.2,65.1,25.9
53612,9,London,Newham,2025-03-04 08:00:00,20.2,36.8,81.5,29.5
53613,9,London,Newham,2025-03-04 09:00:00,25.0,38.4,53.5,23.9
53614,9,London,Newham,2025-03-04 10:00:00,27.8,38.0,36.6,21.5
53615,9,London,Newham,2025-03-04 11:00:00,27.4,37.7,37.3,21.8
53616,9,London,Newham,2025-03-04 12:00:00,27.2,37.5,37.8,22.0
53617,9,London,Newham,2025-03-04 13:00:00,26.9,37.3,38.7,22.2
53618,9,London,Newham,2025-03-04 14:00:00,25.2,37.3,47.8,23.7
53619,9,London,Newham,2025-03-04 15:00:00,21.8,36.8,68.4,27.4
53620,9,London,Newham,2025-03-04 16:00:00,19.7,36.1,83.5,30.4
53621,9,London,Newham,2025-03-04 17:00:00,19.3,35.9,85.9,31.0
53622,9,London,Newham,2025-03-04 18:00:00,27.4,37.8,38.0,21.8
53623,9,London,Newham,2025-03-04 19:00:00,28.4,36.8,29.6,21.0
53624,9,London,Newham,2025-03-04 20:00:00,29.5,36.9,25.0,20.3
53625,9,London,Newham,2025-03-04 21:00:00,30.0,36.7,22.5,19.9
53626,9,London,Newham,2025-03-04 22:00:00,30.6,36.4,18.9,19.5
53627,9,London,Newham,2025-03-04 23:00:00,32.8,37.1,12.9,18.2
53628,9,London,Newham,2025-03-05 00:00:00,33.5,36.5,8.8,17.8
53629,9,London,Newham,2025-03-05 01:00:00,34.6,37.0,7.0,17.3
53630,9,London,Newham,2025-03-05 02:00:00,34.7,36.8,6.1,17.2
53631,9,London,Newham,2025-03-05 03:00:00,38.1,39.4,3.3,15.7
53632,9,London,Newham,2025-03-05 04:00:00,42.1,42.5,0.9,14.2
53633,9,London,Newham,2025-03-05 05:00:00,39.5,43.0,8.7,15.1
53634,9,London,Newham,2025-03-05 06:00:00,31.5,41.8,32.7,19.0
53635,9,London,Newham,2025-03-05 07:00:00,26.5,39.2,48.0,22.6
53636,9,London,Newham,2025-03-05 08:00:00,22.5,37.2,65.3,26.6
53637,9,London,Newham,2025-03-05 09:00:00,25.0,38.2,52.3,23.9
53638,9,London,Newham,2025-03-05 10:00:00,27.9,38.2,37.2,21.5
53639,9,London,Newham,2025-03-05 11:00:00,28.5,37.8,32.7,21.0
53640,9,London,Newham,2025-03-05 12:00:00,27.8,37.8,35.7,21.5
53641,9,London,Newham,2025-03-05 13:00:00,27.2,37.6,38.1,22.0
53642,9,London,Newham,2025-03-05 14:00:00,26.4,37.7,42.6,22.6
53643,9,London,Newham,2025-03-05 15:00:00,23.5,37.1,57.8,25.4
53644,9,London,Newham,2025-03-05 16:00:00,22.9,37.2,62.6,26.1
53645,9,London,Newham,2025-03-05 17:00:00,22.1,36.8,66.7,27.1
53646,9,London,Newham,2025-03-05 18:00:00,29.3,38.1,29.8,20.4
53647,9,London,Newham,2025-03-05 19:00:00,28.2,36.8,30.5,21.2
53648,9,London,Newham,2025-03-05 20:00:00,29.7,36.8,23.9,20.1
