restaurant_id,name,city,cuisine,rating,votes,cost_for_two,delivery_time,is_veg,discount_percent,order_count_month,latitude,longitude
1468,The Hunger Spot,Mumbai,South Indian,4.9,1582,1460,20,0,30,1508,13.142623451079162,86.5032020235565
1469,The Chef House,Pune,Chinese,5.0,2015,1457,33,0,10,1473,18.865464107735335,79.74873205575776
1470,Urban Bites,Hyderabad,Fast Food,2.7,4089,1052,15,0,0,1821,27.627291100215064,73.20549094575475
1471,Royal Treat,Chennai,Fast Food,3.2,813,956,21,0,0,440,25.18637062376302,73.263686129547
1472,Flavour Town,Chennai,Seafood,3.4,3344,376,48,1,0,1960,22.660100879730614,78.27792835003841
1473,The Hunger Spot,Mumbai,Bakery,4.4,3359,176,33,1,0,40,21.36297749849313,83.97322263314369
1474,The Chef House,Hyderabad,North Indian,4.0,1079,1290,47,0,10,655,18.72405257870048,77.9644083038608
1475,Café Delight,Mumbai,South Indian,4.1,2679,238,40,1,10,1412,16.16348127977863,72.92058679472825
1476,Spice Hub,Chennai,Seafood,4.4,4151,768,55,0,0,483,13.794146193235422,86.03770805720683
1477,Flavour Town,Kolkata,Seafood,2.8,2781,271,56,1,30,116,15.823332000925795,87.91222593209945
1478,The Chef House,Pune,Seafood,4.6,4645,1015,41,0,20,1693,18.38916931541884,78.20336349957923
1479,The Chef House,Delhi,Bakery,4.3,4192,182,52,0,10,1535,21.067858754410118,73.93996567397329
1480,The Hunger Spot,Chennai,Fast Food,3.9,1418,752,40,0,40,1893,16.050021941118924,77.34602281676733
1481,Flavour Town,Bangalore,Chinese,4.7,3750,845,49,0,20,1396,28.29182459003768,85.26449010009676
1482,Food Junction,Delhi,Fast Food,4.3,274,1037,34,0,30,1648,14.02191733263002,81.25923427662799
1483,Urban Bites,Chennai,Italian,3.0,3858,674,38,0,0,1138,14.307189677320466,78.79017597431175
1484,Food Junction,Pune,Chinese,3.6,3103,1197,35,0,0,43,23.65337755453316,78.013939645895
1485,Flavour Town,Mumbai,Seafood,3.7,4808,1498,40,0,10,399,24.80547909492602,74.60016077424933
1486,Food Junction,Kolkata,Chinese,2.6,1483,183,34,1,10,415,28.26197835809277,78.09641462641949
1487,Tasty Point,Kolkata,Fast Food,4.9,4291,396,20,0,0,1447,21.23406312143403,80.13369160637603
1488,Café Delight,Delhi,North Indian,2.8,335,1192,17,1,20,1691,15.43834945937028,83.3010006270221
1489,Tasty Point,Pune,Seafood,4.2,1216,1203,24,0,0,1889,27.713070380861947,76.88842233260277
1490,Masala Magic,Kolkata,Chinese,3.8,4502,198,26,0,20,1176,28.38572685519963,86.79911054323033
1491,Food Junction,Kolkata,Italian,2.6,1514,1061,47,0,10,73,27.483871132125273,80.36287579363957
1492,Masala Magic,Hyderabad,Bakery,4.8,3544,329,36,1,20,1335,26.659333238226125,79.12051565877319
1493,Spice Hub,Bangalore,North Indian,4.6,1450,887,30,0,10,1033,14.03342826288965,82.06567839408191
1494,Royal Treat,Delhi,North Indian,3.8,965,739,31,0,40,1155,26.392482540818946,75.41493044421917
1495,Spice Hub,Mumbai,North Indian,3.1,564,645,24,0,0,441,27.956307694206345,74.46273233571432
1496,Flavour Town,Kolkata,Chinese,2.8,3264,580,26,0,40,150,21.581800197702165,78.20602978570328
1497,The Chef House,Hyderabad,North Indian,3.4,4149,1380,33,0,0,439,25.08414624203817,73.42296091011902
1498,Café Delight,Pune,Fast Food,3.1,4587,1208,54,0,20,1321,23.308240686198946,78.69029793276128
1499,Food Junction,Kolkata,North Indian,3.8,2046,513,37,1,10,795,17.380124158063936,83.27517001676398
1500,The Hunger Spot,Bangalore,Italian,4.9,1296,459,54,1,30,1937,22.141564968912277,85.46910794448081
1501,Royal Treat,Mumbai,Seafood,3.9,1207,1131,24,1,20,1633,26.94103788310654,81.844304497457
1502,Urban Bites,Pune,Seafood,4.7,4671,1452,24,0,30,794,20.692525960889554,83.58473485089273
1503,Urban Bites,Pune,South Indian,4.1,2277,1325,24,0,0,1111,22.183310951101216,85.79682467617914
1504,Urban Bites,Delhi,Italian,3.7,3639,376,53,0,30,1617,21.25027322708297,84.86082953184737
1505,Food Junction,Kolkata,Chinese,4.6,3475,1416,44,1,0,1446,17.290237549137224,77.79171787907433
1506,Urban Bites,Delhi,North Indian,3.7,781,159,18,0,0,894,23.034243424493013,81.74539379683775
1507,Tasty Point,Mumbai,North Indian,4.7,2466,197,15,0,0,194,20.900573579612292,76.93170921347065
1508,Royal Treat,Kolkata,Fast Food,3.2,480,353,57,1,10,1323,16.49748131695033,81.79080702096437
1509,Tasty Point,Chennai,Bakery,2.8,1380,1138,33,0,20,483,27.036512621882473,79.44562146789663
1510,The Chef House,Kolkata,North Indian,4.6,3142,1043,19,0,0,409,27.905728123581724,78.61566723358753
1511,Royal Treat,Chennai,Mughlai,4.0,681,306,44,0,0,767,13.680425218980231,75.66359752803874
1512,Tasty Point,Pune,Italian,4.7,1184,1004,40,0,20,155,22.69534523312975,81.56334750494523
1513,Royal Treat,Delhi,Chinese,4.8,120,175,54,1,40,428,19.39922647489861,84.17732930682632
1514,The Chef House,Bangalore,Seafood,2.6,3569,570,48,0,20,243,21.162673533636827,81.71196338716635
1515,Masala Magic,Kolkata,South Indian,3.8,1036,910,16,0,20,620,18.743892639822164,73.87993602441958
1516,Food Junction,Bangalore,North Indian,3.4,3564,923,38,0,10,989,20.34229988904843,87.21950062346609
1517,Food Junction,Kolkata,South Indian,4.1,3243,413,28,0,20,638,17.942599547573472,72.88566037280356
1518,Urban Bites,Pune,North Indian,4.5,4449,737,55,0,40,1596,14.669892118543224,86.6069034530479
1519,Spice Hub,Delhi,Chinese,3.2,1482,1107,56,0,10,1741,17.602318922327115,84.75074389214191
1520,Urban Bites,Mumbai,Bakery,3.9,2389,619,27,0,10,1231,23.458282992286115,74.30629363115447
1521,Flavour Town,Mumbai,Italian,4.3,4882,403,43,0,30,897,13.601066208258544,76.49040435635003
1522,Tasty Point,Mumbai,Seafood,2.8,2981,1320,15,1,40,1430,18.88544493952916,78.24388815721083
1523,Royal Treat,Kolkata,Chinese,4.5,2391,1499,48,0,0,28,13.47255675574841,87.00069418207646
1524,Spice Hub,Kolkata,South Indian,4.0,3300,889,18,1,10,1223,18.464633669772084,88.08684893185108
1525,The Chef House,Bangalore,North Indian,4.9,4763,267,42,0,20,1741,14.193025895004503,74.15982497569829
1526,Flavour Town,Delhi,South Indian,3.3,1843,1338,33,0,10,1487,18.200277547822058,78.99214130788914
1527,The Chef House,Kolkata,Italian,2.8,463,699,15,1,10,613,26.125594345122295,75.12879697304619
1528,Food Junction,Delhi,Mughlai,3.8,750,1060,50,0,20,1732,22.55319835440676,77.1436103428096
1529,Food Junction,Bangalore,Seafood,2.7,2390,1019,57,0,0,625,23.648481346263658,88.10469669304548
1530,Urban Bites,Kolkata,Chinese,4.9,2367,957,27,0,0,1944,20.810422030852834,88.15704734912754
1531,Tasty Point,Mumbai,South Indian,2.6,1453,970,56,0,40,1489,27.465869052046383,80.16535186733975
1532,Spice Hub,Mumbai,South Indian,4.4,3690,1371,19,0,20,135,21.40442234744141,75.6569642489344
1533,Café Delight,Pune,Italian,3.8,1758,713,47,0,30,1715,14.458276001326155,81.33349005486971
1534,Flavour Town,Chennai,Mughlai,3.4,2411,1302,28,0,30,264,27.636338664001848,77.80268923813142
1535,Flavour Town,Hyderabad,North Indian,2.7,4929,563,30,0,20,1326,14.915707550163429,87.28976110600843
1536,Urban Bites,Chennai,Mughlai,4.1,3181,1029,46,1,30,1256,28.686808434827984,85.5641431942147
1537,Food Junction,Kolkata,South Indian,4.0,4250,1142,41,0,0,1707,19.722609762871297,77.61791438634869
1538,Urban Bites,Delhi,Italian,3.2,2016,150,49,0,20,1721,13.968418926656582,73.08562190258735
1539,Royal Treat,Kolkata,North Indian,4.8,1796,316,17,0,10,470,26.53922347676835,88.36955871606408
1540,Spice Hub,Delhi,Mughlai,3.3,1419,165,18,0,20,1955,14.276838133794094,83.460166173783
1541,Tasty Point,Delhi,Seafood,3.6,1772,806,21,0,0,1698,15.573473904087816,79.44134935052725
1542,Masala Magic,Chennai,Mughlai,3.9,919,261,27,0,0,1068,19.435818127347478,77.29990929488746
1543,The Hunger Spot,Hyderabad,Seafood,2.8,770,1275,55,0,0,1755,23.551361708552697,72.86902124050488
1544,The Hunger Spot,Pune,Mughlai,4.8,3250,743,17,1,20,252,14.726126260981262,75.20176678908186
1545,Urban Bites,Chennai,Bakery,3.4,2699,656,31,1,40,1559,22.699740424172276,72.89159282418986
1546,Royal Treat,Hyderabad,North Indian,2.7,540,820,24,0,40,1331,25.208143473850505,82.12231711104664
1547,Spice Hub,Mumbai,Mughlai,3.5,1369,1213,15,1,0,704,14.763588055929155,83.14815503613862
1548,Café Delight,Mumbai,Bakery,4.0,3828,908,42,1,0,203,23.096372730669593,84.76201982136597
1549,The Hunger Spot,Delhi,Chinese,3.8,2037,646,24,0,0,270,28.04612651625222,75.71718994628104
1550,Spice Hub,Bangalore,Italian,4.2,2570,1114,21,1,0,310,28.18158107466634,74.29714557476068
1551,Tasty Point,Kolkata,Mughlai,2.6,2187,430,53,0,30,968,15.370435399951385,82.94716200794824
1552,The Chef House,Kolkata,Seafood,3.2,1547,500,17,0,30,817,24.879294976342532,80.59834825710107
1553,Royal Treat,Delhi,North Indian,4.5,1283,483,21,0,0,1402,26.26145571249082,86.46070004115622
1554,Food Junction,Bangalore,Seafood,2.7,2791,910,23,1,0,643,26.93451548513674,81.11894996804116
1555,Spice Hub,Hyderabad,Bakery,4.6,956,1456,54,0,0,324,17.94653455506581,79.73921102891391
1556,Tasty Point,Mumbai,Bakery,2.7,1308,877,49,0,0,369,17.09488334651015,80.41323375536388
1557,Café Delight,Kolkata,Chinese,4.6,2521,1492,40,0,30,1382,13.560990936017868,85.0042188060697
1558,Masala Magic,Chennai,Seafood,3.4,2198,972,19,0,20,1991,19.151601315985744,73.0855611058379
1559,Food Junction,Bangalore,Fast Food,4.0,891,163,27,0,20,498,14.770907537579177,87.12409851865354
1560,Masala Magic,Hyderabad,Italian,2.9,1857,1229,59,1,10,1508,25.30149131118387,83.94134906266959
1561,Café Delight,Mumbai,Seafood,2.7,1985,491,44,0,0,1035,15.07316849271013,86.61051994947368
1562,Tasty Point,Chennai,Fast Food,3.0,4278,348,54,0,0,149,25.82059506239603,87.76974431331116
1563,The Hunger Spot,Bangalore,North Indian,2.8,4578,827,53,1,0,206,14.511055627447904,76.32565753016068
1564,Masala Magic,Delhi,Italian,3.3,2974,1465,24,0,20,1464,20.441786120252004,81.82211637355154
1565,Food Junction,Delhi,Seafood,3.8,3073,807,56,0,30,1539,18.91568470256832,80.3822821265683
1566,Urban Bites,Delhi,Chinese,4.0,3138,227,37,0,20,1584,22.364546175419807,81.18685805596543
1567,Flavour Town,Kolkata,North Indian,4.5,507,261,25,1,0,689,21.04847252065793,73.53771124316816
1568,Spice Hub,Hyderabad,Italian,4.1,2226,684,26,0,20,1929,22.31816176586605,87.05817814634788
1569,The Hunger Spot,Delhi,Seafood,4.0,998,1289,27,0,0,254,12.815322594744618,87.69307324723982
1570,Masala Magic,Kolkata,Seafood,3.5,2618,1315,54,0,0,297,14.82730751538399,83.48793926267544
1571,The Chef House,Pune,Italian,3.7,2485,1141,30,1,10,1145,21.022210937547683,76.82913117962462
1572,Spice Hub,Kolkata,Fast Food,3.5,4524,1370,23,0,10,1502,16.451691048617597,85.08042026825792
1573,Urban Bites,Mumbai,North Indian,4.6,1380,939,24,0,30,1780,14.013442759332163,84.20120514316724
1574,Café Delight,Kolkata,Chinese,3.1,3598,1472,43,0,20,806,16.26144724653594,81.7636086353753
1575,Flavour Town,Hyderabad,Chinese,2.5,2512,1249,23,0,0,854,25.199766975080344,75.4557361474029
1576,Tasty Point,Chennai,North Indian,4.1,4819,679,47,0,0,1275,21.412936079256067,75.93839087382669
1577,Urban Bites,Kolkata,North Indian,3.0,188,249,38,0,0,1897,15.822222458090081,81.9947169830758
1578,Urban Bites,Delhi,Bakery,4.7,1939,1122,49,1,0,293,13.054056115214976,74.8096667922175
1579,Café Delight,Mumbai,South Indian,4.6,2558,1465,25,1,0,384,18.485769938870842,84.09330247784025
1580,Royal Treat,Bangalore,Seafood,2.7,4844,1164,53,0,20,1521,18.483766509658444,76.11656129732607
1581,Café Delight,Delhi,Fast Food,2.8,121,274,27,0,0,487,24.48849081743817,87.00348507334097
1582,Royal Treat,Mumbai,North Indian,3.7,3229,1164,37,0,30,1668,27.419035284675434,86.83571208002076
1583,Royal Treat,Pune,North Indian,4.0,724,668,39,1,10,1944,18.715023537596522,77.38022026194987
1584,The Hunger Spot,Bangalore,South Indian,3.2,1411,172,30,0,0,670,23.741309627792454,74.10083479769894
1585,The Hunger Spot,Pune,South Indian,4.3,2934,311,35,0,10,1771,22.894998047578557,82.33808654573673
1586,Food Junction,Chennai,Italian,4.0,1391,778,24,1,20,845,19.51107652250927,79.79526579366507
1587,Masala Magic,Mumbai,Mughlai,3.3,3137,655,55,1,10,1317,13.847652279821483,75.04185881510152
1588,Masala Magic,Pune,Chinese,2.6,4918,1031,54,0,0,1371,20.328085567559455,81.09111098586314
1589,Tasty Point,Chennai,Fast Food,4.4,3021,1194,33,0,30,880,18.430803034469037,88.28649818909999
1590,Masala Magic,Mumbai,Italian,3.0,1218,632,49,0,0,203,21.548090735025944,73.87613347625643
1591,The Hunger Spot,Mumbai,North Indian,4.6,3135,458,42,0,30,937,14.793813547632125,76.91676801803078
1592,Food Junction,Pune,Seafood,3.6,46,1023,55,1,0,1867,24.315412867150236,81.2023828465298
1593,Food Junction,Mumbai,South Indian,3.9,1838,352,16,0,20,1237,25.325231898352964,85.17643600791556
1594,Royal Treat,Delhi,Bakery,4.7,3070,789,44,0,10,1834,18.97654010053502,73.09267347188134
1595,Café Delight,Mumbai,Chinese,4.7,3351,291,54,1,10,291,15.586886188275981,84.231056106867
1596,Tasty Point,Hyderabad,Italian,3.4,3951,1153,54,0,0,1343,22.71489037891722,74.9821832702161
1597,Royal Treat,Chennai,Bakery,3.0,819,764,19,0,0,1627,27.997410284424856,85.75859984139856
1598,Café Delight,Mumbai,Chinese,4.4,3082,256,52,0,20,215,23.938000393932306,83.59794614375228
1599,Masala Magic,Hyderabad,Mughlai,3.6,4128,678,56,1,30,801,14.763367520116876,79.92157718465305
1600,Royal Treat,Mumbai,Mughlai,3.0,1536,725,29,0,10,924,19.115799560867725,85.61669908391312
1601,Spice Hub,Mumbai,Bakery,4.8,3529,1118,50,0,0,350,27.354364671907945,84.2355594760984
1602,Masala Magic,Pune,South Indian,3.0,4901,837,17,0,0,1795,22.88731962073183,84.64327041607027
1603,Café Delight,Delhi,Italian,2.6,505,440,38,1,20,1529,15.139719919073599,77.3251503111624
1604,Tasty Point,Chennai,Italian,2.6,434,954,55,0,0,639,24.321015977794453,82.46293409263501
1605,Café Delight,Delhi,Mughlai,4.1,2757,1484,55,0,0,518,18.42094874510058,75.00125442060502
1606,Royal Treat,Bangalore,Chinese,4.2,2075,817,26,1,20,1443,20.583596835282837,85.60542789562794
1607,Royal Treat,Pune,Bakery,3.3,1992,534,22,1,10,1440,19.399240316220542,81.01717708734584
1608,Urban Bites,Pune,South Indian,3.3,1478,1226,28,1,0,1847,24.338575999701632,85.66818491553008
1609,Tasty Point,Delhi,North Indian,3.3,3810,1356,32,0,0,1855,16.26470750796685,76.0940473497208
1610,The Chef House,Kolkata,Italian,4.2,1243,850,58,1,20,1143,18.975079498122135,74.83332760679625
1611,Masala Magic,Pune,Seafood,2.6,1807,162,34,0,0,100,24.638276923542655,83.54791280252552
1612,Food Junction,Delhi,North Indian,4.8,574,1109,37,0,30,1825,24.00604641950683,73.71100141496285
1613,Tasty Point,Pune,South Indian,3.1,3029,309,19,0,0,880,16.007734000365076,76.6061807505861
1614,Food Junction,Mumbai,Mughlai,5.0,1314,1457,15,0,0,1037,18.37555663428027,86.97593289887169
1615,Tasty Point,Delhi,Seafood,2.9,142,714,59,0,20,1060,13.028387994224772,74.87102431140379
1616,Tasty Point,Delhi,Italian,4.4,458,1460,16,0,10,1748,21.229743065402907,78.65867187051875
1617,Café Delight,Hyderabad,Italian,3.1,1840,157,30,1,0,1255,17.2669682950943,87.5510931988161
1618,Tasty Point,Pune,Bakery,2.7,2168,221,19,0,10,1908,12.98866807539125,73.11205016825929
1619,Urban Bites,Pune,Seafood,4.7,3636,1041,36,0,0,145,19.552809603224524,79.74691576982703
1620,The Chef House,Delhi,North Indian,4.6,859,247,15,0,20,1865,27.53722841568415,85.06876385716093
1621,Royal Treat,Mumbai,Mughlai,3.5,3972,236,26,1,0,1681,27.482078534027764,86.98009432442673
1622,Flavour Town,Mumbai,Bakery,4.3,1490,250,33,0,20,149,18.71643537304678,84.27499990453215
1623,Food Junction,Chennai,Fast Food,3.9,910,430,36,0,20,1700,19.941928316945493,86.65891103673425
1624,Royal Treat,Mumbai,North Indian,4.6,4864,1032,56,0,20,1811,16.658635269222287,73.33614442552718
1625,Flavour Town,Pune,North Indian,3.3,1549,1462,58,1,20,1578,13.88609366581309,74.35806839710615
1626,The Chef House,Kolkata,Fast Food,3.8,1909,898,31,0,20,233,23.833434256317307,84.30853464508307
1627,The Chef House,Hyderabad,South Indian,3.7,2954,345,27,0,10,1172,25.520838038381257,84.55192073509029
1628,Food Junction,Delhi,Seafood,3.4,4967,540,53,0,0,1567,26.793663797629186,82.2422345369345
1629,Food Junction,Bangalore,Seafood,4.7,3254,758,42,1,0,1696,27.671067929014264,84.19231344552006
1630,The Chef House,Hyderabad,South Indian,2.9,524,599,17,0,20,1505,27.363817517877827,86.18562867745312
1631,Flavour Town,Kolkata,Italian,2.9,1601,1269,19,0,20,989,13.23539644346986,81.30952715819862
1632,Tasty Point,Bangalore,Chinese,3.9,93,1434,50,0,0,1823,28.3517090416464,87.5782600398368
1633,Masala Magic,Hyderabad,Bakery,4.1,3752,270,29,1,30,1100,18.834082143647525,83.63010734840003
1634,Spice Hub,Mumbai,Chinese,3.0,4903,481,31,0,10,617,26.889112188952737,80.16292052978034
1635,Royal Treat,Pune,Italian,3.5,2137,1225,58,0,10,1317,19.808087184009036,79.3756827300852
1636,Café Delight,Kolkata,Seafood,4.9,1611,467,43,0,0,634,19.512829125297372,84.50260201075821
1637,Royal Treat,Bangalore,Chinese,3.1,4627,824,18,0,0,1382,12.977930761903108,82.63531979502568
1638,Café Delight,Kolkata,North Indian,4.2,1232,851,46,0,20,1905,13.633819013656533,85.55211654764294
1639,Flavour Town,Hyderabad,North Indian,4.4,4339,1450,57,0,0,1186,23.47333713413819,84.98338569721474
1640,Café Delight,Pune,Fast Food,3.6,1852,1367,52,1,10,442,27.708485658081436,80.97756205378653
1641,Food Junction,Kolkata,Fast Food,4.8,2301,842,18,0,40,353,16.367964240421735,87.55294792860138
1642,Masala Magic,Bangalore,Italian,4.3,1599,1166,27,1,20,1884,14.29331256724217,83.78641336822355
1643,Masala Magic,Delhi,Italian,3.6,2906,170,34,0,10,1972,16.200326824459424,75.93309756844965
1644,Food Junction,Hyderabad,Mughlai,3.9,4498,548,32,1,10,707,16.17588556038084,82.44839990810651
1645,Urban Bites,Delhi,Italian,4.2,18,351,56,0,0,1176,17.46085609593036,75.94828367166564
1646,Flavour Town,Mumbai,North Indian,4.0,4718,615,51,0,40,1899,14.306421133960033,81.51804900511442
1647,Urban Bites,Delhi,Chinese,4.7,724,1324,26,0,30,283,16.544874720348776,85.122977455783
1648,Urban Bites,Delhi,Bakery,3.4,1937,1045,39,1,20,166,27.44826986589252,85.47508333965182
1649,Royal Treat,Chennai,Mughlai,3.2,119,1332,44,1,0,1479,26.954485875444995,82.95287028366914
1650,The Chef House,Hyderabad,Mughlai,3.0,4939,459,29,0,0,31,17.829239017462523,85.0195762825817
1651,Royal Treat,Mumbai,Seafood,2.6,275,653,50,0,0,1883,28.650605979896554,80.16687608058186
1652,The Chef House,Delhi,Mughlai,2.6,3233,175,22,0,10,1947,17.5438144089568,81.39023118312886
1653,Spice Hub,Pune,Italian,4.7,964,215,42,0,0,74,24.27709412334576,86.52186887929886
1654,Café Delight,Bangalore,Italian,4.2,1359,412,36,0,20,249,23.039740270657155,80.49205814501745
1655,The Chef House,Delhi,North Indian,4.2,1584,621,52,0,10,1165,13.826410912602988,78.27449378278563
1656,Food Junction,Mumbai,Bakery,4.0,2233,316,30,0,0,880,18.242519851474697,85.23308408303208
1657,Royal Treat,Delhi,North Indian,4.6,3841,949,19,1,20,1276,27.92884392292096,73.58738968428796
1658,Flavour Town,Bangalore,Bakery,3.7,3265,1327,48,1,0,181,13.608784239143336,87.75036947058797
1659,Café Delight,Mumbai,North Indian,4.7,1068,492,52,0,30,1637,15.580660766956635,78.10501698210628
1660,Spice Hub,Hyderabad,Chinese,3.4,1967,867,25,1,0,1602,28.238037836344443,82.6220120963859
1661,The Chef House,Mumbai,Seafood,4.8,4954,562,16,0,0,1919,13.432704881605067,83.49310193551283
1662,Spice Hub,Hyderabad,Italian,4.2,3157,1357,39,1,0,822,19.901056838518027,74.9384194129738
1663,Flavour Town,Mumbai,South Indian,3.1,2529,1367,39,0,40,1543,27.401781519517343,85.63661984944687
1664,Urban Bites,Kolkata,South Indian,3.9,3663,1175,15,1,20,1715,27.804492737833527,81.72496215560334
1665,Masala Magic,Bangalore,Seafood,3.8,2580,1388,45,0,10,198,28.37120217612356,77.91568643357824
1666,Flavour Town,Bangalore,Italian,2.8,2937,836,19,0,0,1405,20.453008058311728,86.07069960826627
1667,The Hunger Spot,Mumbai,Mughlai,4.0,3897,946,54,0,20,1251,14.175031806520312,82.55125390112116
1668,Flavour Town,Kolkata,Italian,3.3,897,632,18,0,0,1945,25.085982178032005,85.05813945202698
1669,Spice Hub,Delhi,Italian,2.6,754,1205,19,0,40,924,24.072837206346374,88.28003251585965
1670,Food Junction,Bangalore,Seafood,4.9,3524,164,19,0,40,571,22.015852976839867,74.8323119750778
1671,Royal Treat,Hyderabad,Italian,4.1,2940,1491,30,1,20,745,26.922950358894,84.49370514722598
1672,Food Junction,Hyderabad,Mughlai,4.7,2689,1416,32,0,40,1475,27.29396441488981,84.61966774224426
1673,Spice Hub,Pune,Bakery,4.2,185,166,57,0,0,1499,23.66358394473192,86.44515875954758
1674,Royal Treat,Chennai,Seafood,3.4,575,683,31,0,0,1547,14.58238916057744,79.16582105907374
1675,The Hunger Spot,Kolkata,Chinese,3.8,3227,230,49,0,0,1907,14.318850249326555,86.36656050085793
1676,Masala Magic,Chennai,South Indian,4.2,4367,805,32,0,0,1197,19.297213059125614,82.78217850862556
1677,Café Delight,Chennai,Seafood,4.9,4636,585,18,1,40,1381,17.45393951686001,73.8728458882528
1678,Spice Hub,Hyderabad,Fast Food,3.1,1404,1181,45,0,0,312,14.914432632354638,73.29166130473361
1679,The Chef House,Pune,South Indian,4.7,1230,1168,45,0,30,455,22.517934056959167,80.31117245540021
1680,Spice Hub,Chennai,South Indian,4.8,957,828,23,0,20,415,23.66812388302023,85.05898032372959
1681,Spice Hub,Chennai,Mughlai,4.2,594,1460,45,0,0,185,23.89769538559484,78.79401179977923
1682,Royal Treat,Mumbai,North Indian,4.8,2872,929,19,0,0,1013,15.586908414454374,86.08858157036657
1683,Tasty Point,Mumbai,Italian,3.5,1630,335,50,0,0,1495,17.66291653312309,80.4771034561457
1684,Flavour Town,Mumbai,Italian,4.9,3365,571,30,1,0,803,15.964941166678706,73.21010018628174
1685,Tasty Point,Delhi,Italian,4.3,2359,615,56,0,10,976,22.3612142757299,87.98917493688806
1686,The Hunger Spot,Chennai,North Indian,2.6,3201,232,55,0,10,1579,21.816594821935837,80.43794352780132
1687,The Chef House,Delhi,Mughlai,4.8,3217,716,30,0,10,420,20.80268364980904,82.94212124122869
1688,Masala Magic,Pune,Seafood,3.7,2586,792,34,1,20,134,17.507299280955834,75.90891176383668
1689,Urban Bites,Kolkata,Chinese,3.7,541,474,44,1,0,370,16.569141536074397,77.4383583802817
1690,The Hunger Spot,Hyderabad,Chinese,3.9,1241,200,40,0,0,1303,26.95748453287154,80.35483815091797
1691,Urban Bites,Chennai,Mughlai,2.9,2003,1200,45,1,30,837,13.576777909826758,86.1565515643834
1692,Urban Bites,Hyderabad,Fast Food,3.7,1707,826,29,0,0,895,23.236734224326604,74.39048590989385
1693,Masala Magic,Kolkata,Chinese,4.6,3380,1130,55,0,0,1269,13.11127399838143,84.97329922796807
1694,Food Junction,Mumbai,Mughlai,2.5,1555,942,52,1,20,633,15.882026230053194,81.83787226527598
1695,Tasty Point,Chennai,Seafood,3.2,3175,1235,52,1,30,1529,17.4027871549209,80.59477827712068
1696,Spice Hub,Bangalore,Chinese,2.5,1447,806,57,1,30,150,26.89512691125375,86.47477138046726
1697,Café Delight,Delhi,Italian,3.5,380,1344,34,1,0,283,14.989985443805464,74.64267407686194
1698,Urban Bites,Delhi,Bakery,4.3,4514,1459,49,1,10,1567,27.711124231094182,88.25576464492944
1699,The Chef House,Chennai,Mughlai,4.5,626,266,37,0,0,1974,25.765755237346,86.13228170426625
1700,The Hunger Spot,Kolkata,South Indian,4.9,4176,1177,58,0,40,853,23.59683814345699,77.8814961100435
1701,Food Junction,Mumbai,Chinese,4.0,4024,1239,53,0,0,200,19.34676372459223,79.84459267590884
1702,Urban Bites,Delhi,Chinese,3.1,4189,1233,39,1,0,368,27.19358434625748,73.19005163151215
1703,Food Junction,Mumbai,North Indian,4.8,2266,1054,36,0,30,490,21.194484973960726,81.03063795058813
1704,Food Junction,Pune,Fast Food,4.4,4364,651,22,0,40,180,18.702199694242935,81.34442531261702
1705,Urban Bites,Hyderabad,Bakery,3.9,3320,948,23,1,20,133,22.11142144202727,87.25458141101353
1706,Royal Treat,Kolkata,Seafood,4.2,941,1006,29,1,0,37,16.493055625040824,78.85164053582676
1707,Flavour Town,Bangalore,North Indian,4.8,2339,1402,34,0,10,1147,17.138763017782452,81.70164007576959
1708,The Chef House,Hyderabad,Italian,4.3,403,1273,49,0,30,1229,27.417100677381406,84.35363057365512
1709,Spice Hub,Hyderabad,South Indian,3.4,2475,1292,51,0,10,1385,25.42343678029416,82.29285643469277
1710,Spice Hub,Pune,Fast Food,4.3,3287,218,17,0,0,1505,20.96466159382068,75.23631250266615
1711,The Chef House,Delhi,North Indian,2.6,1939,813,48,0,0,1648,19.42342152058519,75.4803180548418
1712,Royal Treat,Bangalore,Mughlai,3.5,635,941,48,1,30,1856,25.64036203023077,74.95809622818776
1713,Spice Hub,Delhi,Chinese,3.5,4667,370,50,0,10,162,21.87311770040799,76.19657180018504
1714,Food Junction,Chennai,Chinese,2.9,2889,1159,49,0,20,674,19.399036363540578,77.92194446604033
1715,Masala Magic,Hyderabad,Fast Food,2.6,3176,372,23,0,0,1856,20.995635792732063,84.33881142636645
1716,The Hunger Spot,Chennai,Chinese,2.8,3432,826,44,0,10,983,16.500076977421475,73.75044263718476
1717,Tasty Point,Mumbai,Mughlai,4.1,2119,360,40,0,40,1655,16.011321134991217,85.59894137631278
1718,Spice Hub,Hyderabad,North Indian,4.5,1175,1080,26,1,0,472,28.526543386353172,76.89441359990117
1719,The Chef House,Delhi,North Indian,5.0,2791,1035,38,1,20,470,28.216509956333496,82.36940959572885
1720,Masala Magic,Hyderabad,Chinese,3.4,1901,1031,55,0,0,81,19.491151033211185,81.42318634216525
1721,Urban Bites,Mumbai,Chinese,4.0,3192,411,33,1,0,615,20.992658355934765,75.20274688881226
1722,Flavour Town,Pune,Italian,4.8,1649,667,58,0,20,959,25.952386790736163,77.28183582740608
1723,The Chef House,Chennai,South Indian,2.9,791,1421,30,0,30,1319,24.340786915827593,77.41636649663525
1724,Food Junction,Chennai,Seafood,4.3,4702,947,40,0,20,1722,14.382832812642665,82.53175341905954
