api_provider,endpoint_type,auth_method,app_category,region,daily_requests,avg_latency_ms,error_rate,payload_size_kb,success_rate,peak_hour_calls,retry_count
Stripe,compute,JWT,mobile_app,eu-central-1,1201,237.18169995504826,0.019928205581615073,11.947560478669194,0.9266618617847995,63,4
AWS,compute,OAuth,backend_service,us-east-1,1199,255.64010666210422,0.0771139411383896,34.246816987128426,0.9858922971902421,81,1
AWS,embeddings,API_Key,web_app,us-east-1,1143,133.7922213600346,0.12876865101526944,33.940158455724045,0.9325588535513117,62,1
OpenAI,compute,OAuth,data_pipeline,eu-central-1,1229,462.0005135653418,0.16558368265112994,123.1613707115104,0.9251797233455206,82,1
OpenAI,auth,IAM_Role,data_pipeline,ap-south-1,1182,381.50093286655243,0.06117730142070722,53.04641312220025,0.9402488173758321,90,1
OpenAI,payments,IAM_Role,web_app,us-west-2,1160,92.68462135322082,0.23098422568915475,4.001336950790617,0.9216778546524437,73,2
AWS,embeddings,OAuth,mobile_app,us-west-2,1223,199.54158284269693,0.02115398791966202,57.58276384749272,0.9450187701340634,68,3
OpenAI,auth,IAM_Role,mobile_app,ap-south-1,1182,166.30778156805584,0.22816217171007888,54.072262038592754,0.9957563687663541,79,1
Stripe,auth,JWT,web_app,ap-south-1,1131,347.9620063555649,0.06393549095617285,24.74507192472505,0.9809369050891528,79,5
OpenAI,auth,JWT,mobile_app,us-west-2,1193,304.83792611558755,0.013775937882597364,81.36701040424184,0.9969816103671605,91,1
AWS,chat_completion,JWT,data_pipeline,us-east-1,1145,318.231679878279,0.05545567484937533,76.92135966051285,0.9494418146477399,81,1
OpenAI,storage,JWT,mobile_app,us-west-2,1245,172.49221608369533,0.024692143213432993,14.854025639764721,0.9843680245980804,71,2
OpenAI,auth,IAM_Role,backend_service,us-east-1,1223,352.24613785324834,0.08609250314333729,18.084562387611285,0.9312112309814978,84,2
AWS,chat_completion,JWT,data_pipeline,eu-central-1,1225,224.38329168120367,0.12155560485568886,44.59538033447723,0.9815133496766233,69,2
OpenAI,compute,API_Key,backend_service,ap-south-1,1219,338.09042129502717,0.051861196394292104,11.768438720494473,0.9878542237274149,81,6
AWS,auth,IAM_Role,data_pipeline,eu-central-1,1152,182.16925827551364,0.0658160158884021,28.30890955620316,0.9317013620861228,63,2
Stripe,storage,OAuth,web_app,us-east-1,1179,157.44548168685515,0.13465742285351767,40.54427595769974,0.9630028616851734,79,5
AWS,payments,JWT,data_pipeline,eu-central-1,1212,229.2306408752327,0.08938904105903384,40.55789429223947,0.9879325295801034,80,2
AWS,embeddings,API_Key,web_app,us-east-1,1184,286.5706092263905,0.10119309048032779,6.520342771503577,0.9215721135111099,77,3
OpenAI,chat_completion,IAM_Role,mobile_app,ap-south-1,1264,180.94301775204812,0.07844576080204833,34.54196098589588,0.9523495151889215,73,3
Stripe,auth,API_Key,web_app,us-west-2,1250,194.45697738824788,0.07967458067514833,35.610945367181635,0.9804188842745741,67,4
OpenAI,compute,OAuth,mobile_app,ap-south-1,1216,214.80305828684828,0.1182036316078171,5.378491277432572,0.9707764543740239,62,2
AWS,payments,OAuth,mobile_app,ap-south-1,1232,242.57950354419322,0.125676820578404,111.4413142544156,0.9611090636982903,57,5
OpenAI,chat_completion,IAM_Role,backend_service,us-west-2,1164,221.46801001849465,0.14426008728942893,50.20444990958187,0.9952248429779006,85,0
AWS,chat_completion,API_Key,mobile_app,us-west-2,1185,266.7725861644737,0.10525897853273378,22.96088448820275,0.9423704296768991,86,1
AWS,embeddings,JWT,mobile_app,ap-south-1,1258,355.01673732160384,0.015193309299511949,43.338552849986165,0.9579440440494152,90,1
AWS,auth,API_Key,data_pipeline,us-west-2,1141,229.0249690302428,0.03037849341272252,10.98836174388264,0.9516162764718537,87,0
Stripe,embeddings,OAuth,mobile_app,us-east-1,1237,163.58744205281258,0.182666970568695,46.70902173128159,0.9988375349857453,76,1
AWS,embeddings,IAM_Role,data_pipeline,eu-central-1,1179,341.5951181820269,0.04203071488845929,2.47417950726618,0.9690213411679753,84,1
Stripe,compute,OAuth,backend_service,us-east-1,1210,315.2488528150657,0.18237740921821388,46.66039236831427,0.9591368035585661,88,1
Stripe,compute,OAuth,backend_service,us-east-1,1255,193.80565317340657,0.07637760416100901,99.91102732171964,0.9532753047127497,92,2
Stripe,compute,OAuth,web_app,ap-south-1,1154,188.78298813443132,0.01785346017655456,53.96019237008579,0.9973294610730741,78,2
AWS,payments,JWT,backend_service,us-east-1,1176,273.55859834224856,0.18062604017328776,41.19220328937029,0.9339698242676383,81,2
OpenAI,embeddings,OAuth,backend_service,us-east-1,1156,162.45503738069954,0.13439099342665717,25.586262351610554,0.9921592573383498,72,2
OpenAI,embeddings,JWT,mobile_app,ap-south-1,1177,296.3068266926731,0.02333231622289761,44.906596004382294,0.9979077889510624,83,1
Stripe,storage,IAM_Role,data_pipeline,us-west-2,1210,330.45886815072384,0.028145451987819974,14.158650259005679,0.9209913856652638,69,2
Stripe,payments,OAuth,data_pipeline,us-east-1,1186,180.33251939158566,0.07937027295556891,40.87550529776078,0.9575539648286581,69,4
AWS,auth,API_Key,data_pipeline,us-east-1,1257,158.0318193861625,0.24071939339036988,56.21088508171581,0.9884559503995505,72,0
OpenAI,auth,JWT,data_pipeline,eu-central-1,1216,152.4344746791037,0.07686160965346378,18.168391118398652,0.9975942767811641,83,0
OpenAI,compute,IAM_Role,data_pipeline,eu-central-1,1167,233.82323535122853,0.0737089924109207,29.226320985963106,0.959697757694611,86,1
AWS,payments,OAuth,web_app,us-west-2,1207,301.4361629391194,0.1297077657422042,30.30711490803455,0.9862007049940856,91,1
Stripe,storage,JWT,mobile_app,ap-south-1,1248,300.76203788051896,0.1415222896045005,46.373556672631594,0.9563488043959565,78,1
OpenAI,chat_completion,OAuth,web_app,eu-central-1,1161,301.0863759884387,0.03444732191874018,57.0577299948075,0.9755849307089762,96,4
AWS,auth,API_Key,web_app,us-west-2,1183,372.74556713610957,0.07111579969194724,32.959961598807006,0.9597823365132123,67,2
OpenAI,embeddings,API_Key,mobile_app,eu-central-1,1139,280.55001531274337,0.0945306054855727,101.59540425820717,0.9921607252067031,81,0
OpenAI,auth,JWT,web_app,us-west-2,1248,259.0266100286234,0.12720171620520013,5.3655409384460295,0.9959632420146928,84,1
Stripe,payments,API_Key,mobile_app,us-east-1,1171,231.3148705010182,0.06503926227209364,15.19828290313145,0.9546490535214452,77,1
Stripe,auth,JWT,backend_service,eu-central-1,1234,163.5936634491299,0.10724274390232723,75.20639566386221,0.9490918710370857,82,0
OpenAI,auth,OAuth,web_app,ap-south-1,1153,222.29814593937004,0.09988954404082591,9.459672655868266,0.9481793743324962,85,2
Stripe,storage,API_Key,data_pipeline,us-east-1,1206,322.3807916097378,0.040377497465025405,57.95706080933413,0.9798787479443841,73,2
AWS,compute,IAM_Role,mobile_app,ap-south-1,1200,103.43397510034387,0.3080498500664249,54.822001997531785,0.9397658480751473,65,2
OpenAI,storage,API_Key,backend_service,eu-central-1,1156,298.78122783816104,0.08785989928923893,34.75070047877446,0.9302013491415552,82,0
OpenAI,chat_completion,OAuth,mobile_app,eu-central-1,1194,246.63269761576484,0.04452029948823649,18.282246068010426,0.9893509783696895,81,0
AWS,auth,JWT,backend_service,ap-south-1,1191,209.74983417056183,0.05412789804370388,21.161932685058726,0.9828410790886484,81,2
OpenAI,auth,IAM_Role,backend_service,ap-south-1,1195,388.58173807216565,0.21337561705745228,53.36273840682817,0.9563376396796923,82,2
AWS,embeddings,API_Key,backend_service,ap-south-1,1208,313.8884221835916,0.048506346294399594,19.00664688861738,0.9602683434955223,84,1
AWS,storage,API_Key,web_app,us-east-1,1213,307.0056094531853,0.11764403498239255,39.25952234689562,0.9865163783214503,81,2
Stripe,storage,API_Key,mobile_app,eu-central-1,1199,297.4137697630438,0.07040802038448807,81.25933696522837,0.98161693886507,75,2
Stripe,auth,IAM_Role,data_pipeline,us-east-1,1172,357.3438220020344,0.13216925048292394,30.486226117400417,0.9860583993715433,74,2
OpenAI,chat_completion,IAM_Role,data_pipeline,us-west-2,1217,273.44464771860436,0.10690600533677,28.002887809574702,0.9410029557310235,90,4
AWS,compute,JWT,mobile_app,us-west-2,1206,288.80890323112175,0.058391888456395154,80.46054613919193,0.9556075357033901,75,3
Stripe,compute,API_Key,data_pipeline,us-west-2,1219,302.5520548914688,0.12521794572076586,40.06479332628334,0.9308190710349513,82,0
AWS,chat_completion,IAM_Role,backend_service,eu-central-1,1265,229.72007668810053,0.07434750823708529,135.48848646509552,0.9977069060013022,76,1
Stripe,compute,IAM_Role,mobile_app,us-east-1,1168,243.85115127704037,0.11304249598856973,71.83712612071298,0.968766274091152,72,2
OpenAI,storage,API_Key,backend_service,eu-central-1,1200,339.2793911762767,0.07089496145648226,88.3740654421484,0.9796436408359552,73,2
AWS,embeddings,JWT,backend_service,us-west-2,1151,248.2071903871838,0.02764674453697003,55.68837729335695,0.9665245829069627,82,7
AWS,auth,OAuth,web_app,us-west-2,1205,254.24790047424565,0.08864751198735091,14.171058845406886,0.9713177821122048,93,4
Stripe,compute,IAM_Role,web_app,eu-central-1,1243,321.0866619219455,0.08988374180633456,16.95969492506697,0.9934869798515087,71,0
OpenAI,compute,JWT,web_app,us-east-1,1226,226.42634400672563,0.08528412908596535,55.3139468810366,0.9411035908702444,82,3
OpenAI,payments,IAM_Role,data_pipeline,eu-central-1,1126,166.40140564856398,0.10903071055904158,23.211235547472818,0.9480744270405086,81,0
AWS,storage,OAuth,backend_service,ap-south-1,1228,218.93548487798998,0.05906554296750515,22.41685353188494,0.9220789601207587,68,5
Stripe,embeddings,JWT,web_app,us-west-2,1211,140.33706742492933,0.06745436324125875,20.425929407268235,0.9852297722600988,86,0
OpenAI,auth,API_Key,mobile_app,us-west-2,1216,219.75911147688458,0.04741713928142063,55.400491713551006,0.9567634229048598,75,3
OpenAI,embeddings,JWT,data_pipeline,ap-south-1,1171,233.48425244825518,0.05918868195497415,33.563566306375144,0.9551614324965756,95,1
Stripe,auth,IAM_Role,backend_service,us-east-1,1169,192.29003912403837,0.05726036823668848,52.64659247235233,0.9818394593485944,88,1
Stripe,auth,IAM_Role,backend_service,ap-south-1,1293,352.4763634670737,0.005521343656934884,10.765493495966759,0.9270040000285034,82,3
Stripe,auth,IAM_Role,mobile_app,eu-central-1,1222,261.8433730105962,0.040519878298536406,49.198419694353916,0.925602346744211,70,0
AWS,embeddings,OAuth,backend_service,ap-south-1,1186,252.8803711312442,0.10800705557204192,92.09819102820154,0.97605223476365,74,1
Stripe,auth,API_Key,web_app,eu-central-1,1206,341.7077055308971,0.030295874372090338,11.71404164585894,0.9964200370572968,78,3
OpenAI,compute,API_Key,mobile_app,us-east-1,1188,315.9034795606315,0.10736009727888224,57.2429348410686,0.9933729706870056,82,2
Stripe,compute,OAuth,backend_service,eu-central-1,1215,169.69508463917234,0.03443836002790404,22.018844333537952,0.9450291817392854,85,3
Stripe,chat_completion,IAM_Role,data_pipeline,us-east-1,1124,181.73381236890967,0.09148155478829793,12.045194169256101,0.9297984658709568,82,1
Stripe,auth,IAM_Role,backend_service,eu-central-1,1220,204.80925068813028,0.13406011106821586,67.11246922125605,0.9391556588005258,85,2
OpenAI,storage,OAuth,web_app,ap-south-1,1183,184.97619949628407,0.043676882105880104,15.752410663665392,0.9944494396056324,84,3
OpenAI,chat_completion,JWT,backend_service,eu-central-1,1247,313.78941221501975,0.022510835385346963,43.02120798298822,0.9788322266394095,84,3
Stripe,payments,JWT,mobile_app,eu-central-1,1181,307.89910255123766,0.12145757111925955,2.538725251506052,0.9502553124742197,91,2
OpenAI,compute,OAuth,backend_service,us-west-2,1170,255.8470844992281,0.025580400850243837,38.71871963608891,0.9661640208104381,88,1
OpenAI,auth,IAM_Role,backend_service,us-west-2,1203,148.13111376335885,0.08791770317022402,10.28221677973267,0.9339594629331816,68,2
AWS,embeddings,JWT,mobile_app,us-west-2,1133,223.39564927669323,0.06064793889658158,12.960501230697671,0.9402986099657324,74,1
Stripe,embeddings,IAM_Role,web_app,us-west-2,1246,244.9965658369102,0.13118651676328136,71.80790497505429,0.932012128387054,91,2
AWS,compute,API_Key,backend_service,eu-central-1,1204,182.2088080467855,0.11865170207429393,20.720648305930872,0.9330711372430042,91,1
Stripe,storage,IAM_Role,backend_service,us-west-2,1210,331.0483622648404,0.3319227726366861,11.71956078420926,0.979959771405324,85,3
AWS,payments,IAM_Role,mobile_app,us-west-2,1196,197.32530293263935,0.004125334982773302,69.31876703026751,0.9572760697146548,71,2
Stripe,embeddings,IAM_Role,data_pipeline,us-east-1,1223,379.35992252139215,0.08384670888547864,11.894264756158591,0.9739948516784108,92,2
OpenAI,chat_completion,JWT,data_pipeline,eu-central-1,1190,140.8859047052316,0.19056141350512099,50.102763421190346,0.9420704696233066,94,1
Stripe,auth,IAM_Role,mobile_app,us-west-2,1132,316.8464371570512,0.0963561092896559,64.51810792700874,0.9609414478571462,87,3
OpenAI,chat_completion,API_Key,data_pipeline,us-east-1,1176,234.30662692579514,0.1495729779863538,38.93851578327367,0.9704220052495732,81,0
OpenAI,embeddings,OAuth,mobile_app,eu-central-1,1194,250.3648503824723,0.12224297021372073,17.68106483458691,0.943008583396484,69,1
AWS,auth,OAuth,backend_service,us-east-1,1220,365.86275554993904,0.01667346395793114,101.86469331374931,0.986720860622866,80,1
OpenAI,storage,OAuth,backend_service,eu-central-1,1230,93.16977316704606,0.02993648632976291,71.57045361285506,0.9943987478870248,74,2
OpenAI,embeddings,JWT,backend_service,ap-south-1,1249,355.9788190158104,0.0904605180047479,30.16863926048433,0.9641159581280275,72,1
Stripe,payments,API_Key,data_pipeline,us-east-1,1199,300.5759799388263,0.3028135600073479,123.21791154817262,0.9415150571254931,62,2
Stripe,auth,API_Key,data_pipeline,ap-south-1,1219,302.17879956763795,0.03292273771122415,68.06285467525052,0.9633928314042509,93,0
Stripe,payments,JWT,data_pipeline,us-west-2,1165,143.81639863875276,0.09667193155829239,22.20846564193662,0.9646460191477141,84,3
OpenAI,payments,IAM_Role,data_pipeline,us-east-1,1221,212.43546903477767,0.09147844743573467,18.971628608532452,0.9508018862459198,59,4
AWS,storage,OAuth,web_app,us-east-1,1174,169.8520517833895,0.0738681961395835,23.487234303473986,0.9537885066828073,69,2
Stripe,embeddings,API_Key,web_app,eu-central-1,1228,353.58983766176874,0.09308773976309745,89.37022777244297,0.9758001915405181,72,2
OpenAI,chat_completion,API_Key,mobile_app,us-east-1,1185,202.56809579163937,0.05000562262728677,51.69447936422092,0.9217647036383266,80,5
Stripe,compute,API_Key,data_pipeline,ap-south-1,1150,248.73834616283938,0.2885903321464278,45.98388562938841,0.9470151459140778,76,1
AWS,storage,OAuth,data_pipeline,eu-central-1,1207,268.4017719460343,0.22703871241608292,33.06328609182672,0.995187447616035,85,3
OpenAI,chat_completion,IAM_Role,web_app,eu-central-1,1199,224.58027638676023,0.05113814660258828,7.69100385044845,0.9783740976716462,91,2
AWS,payments,JWT,web_app,ap-south-1,1193,222.93209624528936,0.043178216853732944,11.250533110337404,0.9646085706744416,90,2
AWS,chat_completion,API_Key,backend_service,us-east-1,1202,313.08225672243526,0.10138822079521405,75.30930409157104,0.9676972681583818,73,0
OpenAI,compute,API_Key,mobile_app,us-east-1,1151,349.84491539189884,0.1761130978552345,14.796105179718486,0.9763958253307519,79,7
Stripe,payments,OAuth,web_app,us-east-1,1200,279.102516751955,0.04326356366957913,4.496644986556172,0.966139737778309,74,1
Stripe,storage,JWT,data_pipeline,us-east-1,1189,249.84285719118543,0.10670855239155741,22.278597839822886,0.9202255682553657,91,1
AWS,auth,JWT,mobile_app,us-west-2,1202,220.67956547428807,0.08619881021452004,34.02328325605318,0.9523982356616071,79,1
Stripe,auth,IAM_Role,web_app,ap-south-1,1186,230.65972822104706,0.06438912959010175,28.232325167383028,0.9411805291182397,94,2
Stripe,compute,IAM_Role,backend_service,us-west-2,1193,346.0855702343631,0.11716417699667898,52.41490259383277,0.9901129282108078,74,3
OpenAI,storage,JWT,web_app,us-east-1,1273,306.30035544407787,0.022675724153526946,15.663014186750255,0.9848268489639803,81,1
Stripe,chat_completion,API_Key,backend_service,ap-south-1,1225,286.3458771365372,0.27828239286607825,16.6634170138833,0.9973986309603428,72,1
Stripe,auth,JWT,data_pipeline,eu-central-1,1157,249.7509823201039,0.012003385592217818,52.79386482202989,0.9906939193074413,86,0
AWS,embeddings,IAM_Role,backend_service,us-west-2,1198,264.08692117410095,0.14229093284949323,3.0150743002404496,0.9805667222624986,72,3
Stripe,payments,JWT,web_app,ap-south-1,1193,292.083353282191,0.04147538034796842,75.06377377242872,0.9328575835738055,80,3
OpenAI,chat_completion,JWT,backend_service,ap-south-1,1191,410.77556112736943,0.023306024452496504,32.154355673301815,0.9741747167416612,88,2
AWS,auth,IAM_Role,backend_service,ap-south-1,1208,304.4297508967532,0.07220717266203643,42.44009946324644,0.9508492728435488,80,1
Stripe,compute,JWT,data_pipeline,us-east-1,1211,284.04366725532793,0.0738224985097131,22.4797111994997,0.950772890815646,88,3
OpenAI,embeddings,API_Key,backend_service,us-east-1,1236,283.14385362582675,0.265411469196796,24.24166553337493,0.9369151700122019,78,1
AWS,storage,IAM_Role,backend_service,ap-south-1,1221,222.83999626968188,0.12965208390271776,77.03558954461269,0.9311596133742238,89,1
Stripe,payments,API_Key,web_app,us-east-1,1225,392.54163128955537,0.15657258187442963,42.20350359817843,0.9963519541926925,82,1
Stripe,payments,IAM_Role,data_pipeline,ap-south-1,1252,339.4116567864367,0.03999219675471544,14.265101603150658,0.9879499248045577,74,1
Stripe,payments,JWT,web_app,eu-central-1,1176,330.4615843502698,0.09582213092983216,40.39611606314159,0.9736650564831569,75,6
OpenAI,payments,OAuth,data_pipeline,us-east-1,1197,233.15961663318834,0.01134912161156964,25.501646408235853,0.9672087707053219,96,6
AWS,storage,JWT,data_pipeline,ap-south-1,1185,283.12100089185157,0.1607677515723454,0.7589023787519777,0.9607865076163615,83,4
AWS,compute,OAuth,data_pipeline,us-west-2,1114,131.9595687182649,0.1898527056202744,10.03720065686583,0.9514529703138893,87,1
AWS,auth,API_Key,data_pipeline,us-east-1,1246,296.2900611273701,0.08434725159661155,31.790647136210794,0.9592091476987088,82,3
AWS,chat_completion,IAM_Role,backend_service,eu-central-1,1254,329.33635973836334,0.2125352635356349,58.10167632237836,0.9575429657386518,78,3
OpenAI,auth,JWT,mobile_app,ap-south-1,1186,331.9898958682273,0.11249075038055409,13.460901419117704,0.9674683855572259,83,2
OpenAI,auth,OAuth,data_pipeline,us-east-1,1163,254.1885761617605,0.03721628893463609,16.664971945028338,0.9976615339970151,83,1
AWS,embeddings,API_Key,mobile_app,eu-central-1,1203,193.92287330430602,0.019908111170059174,36.71276672085176,0.9217192379109921,92,2
Stripe,payments,API_Key,mobile_app,ap-south-1,1267,239.12018320223044,0.19637515786307652,15.952580390119914,0.9479358933114564,65,2
AWS,payments,JWT,web_app,us-west-2,1208,218.71970729330283,0.0945410357642974,9.543071258517298,0.9608370488436424,94,3
AWS,chat_completion,JWT,backend_service,eu-central-1,1196,355.5128767360728,0.23536329105077664,24.723398201536764,0.9963962887221226,79,2
Stripe,storage,IAM_Role,web_app,ap-south-1,1192,244.54490058900822,0.11825167691292826,76.61838023834748,0.9483560220014866,79,3
OpenAI,payments,IAM_Role,web_app,eu-central-1,1173,254.9436956422529,0.05040554256229739,47.61616020631297,0.9288070269378753,88,2
Stripe,compute,API_Key,mobile_app,eu-central-1,1219,256.47798209456107,0.21002429573403122,8.774671878989333,0.9752511094300598,78,1
OpenAI,payments,IAM_Role,web_app,ap-south-1,1186,242.92233184934128,0.025503000519151265,59.16803089213236,0.9791546352646877,90,0
OpenAI,embeddings,API_Key,backend_service,eu-central-1,1228,215.1214689989377,0.1778624037083204,42.961082158144706,0.9373959771207357,72,3
Stripe,compute,API_Key,mobile_app,us-east-1,1177,319.6868456282209,0.04376739780145171,17.67035464337151,0.9656373957810291,78,1
OpenAI,payments,API_Key,backend_service,ap-south-1,1240,350.7738202146485,0.16700339895334756,22.85892570013622,0.9206725875442451,79,0
OpenAI,storage,IAM_Role,web_app,eu-central-1,1241,246.8204694883075,0.1035213836075859,30.30590117348816,0.9461423012248279,79,1
AWS,chat_completion,OAuth,web_app,us-west-2,1187,179.11982549471583,0.04649924862573619,12.557457170795402,0.9593496941160641,89,3
OpenAI,payments,API_Key,web_app,us-east-1,1222,292.23351994901634,0.14673522964153,19.867656817112554,0.9830898345114183,70,2
Stripe,payments,OAuth,backend_service,ap-south-1,1212,242.82395941599813,0.04011901482987656,35.467244295525965,0.9396121398786819,73,3
AWS,compute,OAuth,backend_service,us-west-2,1214,235.83559836659123,0.027032988414544417,22.71879004016749,0.9342561852330149,84,3
Stripe,storage,OAuth,mobile_app,us-west-2,1137,233.76895183157916,0.1700340740112088,30.661275128835484,0.9951122369946532,84,4
Stripe,compute,OAuth,data_pipeline,ap-south-1,1282,245.05140501739137,0.14891284879586503,66.44692349831826,0.9652186091060706,72,4
Stripe,auth,IAM_Role,backend_service,us-west-2,1226,337.8314917511234,0.23690871826422372,25.04146845764052,0.9837800404802901,68,0
AWS,payments,API_Key,web_app,eu-central-1,1167,208.19262397398094,0.14427580644074142,32.51030469391817,0.9680475675198751,74,0
Stripe,payments,IAM_Role,data_pipeline,eu-central-1,1218,179.26764528587648,0.07281708486082136,16.528931730337955,0.9351109298116923,79,1
Stripe,chat_completion,OAuth,data_pipeline,ap-south-1,1209,264.7024916850298,0.16639829463963082,29.44793583976803,0.9496440573974756,71,4
Stripe,chat_completion,JWT,mobile_app,us-west-2,1214,136.54040328120726,0.025487414564889413,31.57082211631771,0.9359503360093265,83,1
OpenAI,payments,IAM_Role,backend_service,us-west-2,1261,187.47115469650703,0.017809300742966033,11.984548522515032,0.9743095580500204,55,2
Stripe,auth,OAuth,backend_service,ap-south-1,1170,313.5630676903741,0.02553134108669995,15.764232483205035,0.994924021420595,83,1
AWS,auth,API_Key,backend_service,us-west-2,1181,178.5313290747527,0.12404841746657194,32.868689248576615,0.9247728637082736,82,3
Stripe,embeddings,JWT,web_app,us-west-2,1181,269.92143011242797,0.07519387120459864,11.208744272918686,0.9962378612295884,80,1
Stripe,embeddings,OAuth,data_pipeline,us-east-1,1218,304.3459006715572,0.07603830379146649,31.26229967071545,0.9639015892538871,94,0
AWS,payments,API_Key,mobile_app,us-east-1,1203,96.64266688239124,0.1271293637145246,31.884772111539107,0.9820660543228129,87,4
AWS,storage,JWT,mobile_app,eu-central-1,1252,330.1863984347554,0.12317999187935591,64.4636137106415,0.9866664350402357,66,2
Stripe,compute,JWT,mobile_app,us-west-2,1188,125.25528248414501,0.06534084233940024,39.34811194437342,0.9521228220306441,82,4
AWS,embeddings,OAuth,mobile_app,us-east-1,1217,298.13876540173555,0.04934453644649914,79.4485373032892,0.9430291057514959,68,1
OpenAI,auth,OAuth,mobile_app,us-west-2,1222,201.40261403272754,0.027292622038801145,51.118167749312036,0.9883397923908399,63,4
AWS,payments,OAuth,data_pipeline,eu-central-1,1233,344.9888486052024,0.35793953743935547,54.585894044987526,0.9299425758139069,64,0
AWS,chat_completion,API_Key,mobile_app,us-east-1,1242,295.17509176278395,0.0896573400103146,60.63848768009345,0.9680437835490113,89,3
Stripe,payments,IAM_Role,backend_service,ap-south-1,1187,227.67071207497239,0.07518598820574782,43.82015409786803,0.9937383014521863,79,3
OpenAI,auth,IAM_Role,web_app,eu-central-1,1191,256.34397019073896,0.056970673535362996,21.470233764858392,0.9468031903357,81,1
OpenAI,auth,OAuth,web_app,us-west-2,1151,181.52394876895093,0.08827326277715361,15.137529039193954,0.951781823701511,71,1
Stripe,auth,API_Key,mobile_app,eu-central-1,1226,270.1360715821598,0.09552636597052115,87.7646891141235,0.9343464242472064,66,2
OpenAI,compute,OAuth,mobile_app,ap-south-1,1203,246.93181424928508,0.15889155655178333,49.05129503530556,0.9833394035233456,81,2
OpenAI,chat_completion,IAM_Role,mobile_app,ap-south-1,1144,284.01400683953005,0.04514529461466284,5.665023795061943,0.9732179286994256,79,2
OpenAI,compute,IAM_Role,web_app,us-east-1,1151,320.29513707395483,0.05321947408410838,34.092113437018185,0.9708311477687834,65,1
Stripe,chat_completion,JWT,backend_service,ap-south-1,1187,104.67474333311822,0.05698919016778835,154.68633414317142,0.9369091961538015,85,4
OpenAI,chat_completion,OAuth,mobile_app,eu-central-1,1206,201.819149294878,0.1507753779783162,7.009006681035342,0.9371897112810297,96,1
AWS,chat_completion,OAuth,data_pipeline,ap-south-1,1174,244.29242404293777,0.05016591363305829,40.92536906081069,0.9756656900580587,67,3
OpenAI,chat_completion,API_Key,mobile_app,us-west-2,1206,109.64151887366685,0.14643504790322284,29.851545386191685,0.9452027937015874,76,2
Stripe,storage,IAM_Role,data_pipeline,us-east-1,1241,182.38482191812216,0.054504474466452096,12.166776161427705,0.983050153785919,78,4
Stripe,embeddings,OAuth,data_pipeline,us-east-1,1179,329.3793817359138,0.20676182573101184,61.236121594011536,0.9364799372443178,74,2
OpenAI,auth,IAM_Role,data_pipeline,us-west-2,1206,135.05119163163965,0.08646825062297422,24.341971195171794,0.9913904997118641,94,2
Stripe,auth,API_Key,web_app,eu-central-1,1189,281.1742976144227,0.09340350172385284,25.18045769722403,0.9218277643276725,80,3
AWS,embeddings,IAM_Role,backend_service,us-west-2,1212,150.51920368066908,0.11998562895629647,55.09064639663918,0.9563814488243441,81,3
AWS,embeddings,API_Key,web_app,us-east-1,1098,319.30597028631087,0.02226755849628775,22.009297434836324,0.9223232389783462,80,1
OpenAI,auth,OAuth,data_pipeline,ap-south-1,1138,300.6956150724016,0.07027494991731159,43.58076489232502,0.9469753946093984,85,2
Stripe,storage,API_Key,backend_service,ap-south-1,1162,257.85056379144373,0.08677973565977062,27.096578485427546,0.9417127430548489,77,1
Stripe,embeddings,JWT,data_pipeline,eu-central-1,1208,289.1031936683919,0.11544470257450393,17.23240202027879,0.9660988980044722,95,2
OpenAI,storage,OAuth,data_pipeline,us-west-2,1148,264.30395090183083,0.10165822002806221,18.246835414290214,0.9649954063522445,86,2
Stripe,auth,API_Key,mobile_app,us-west-2,1245,214.97061197046423,0.10656647810968636,19.41381026164023,0.9481388333069679,74,1
AWS,payments,OAuth,data_pipeline,us-west-2,1217,275.7358027028461,0.06345543579934719,83.61508198015046,0.9438797743218401,79,5
Stripe,chat_completion,JWT,web_app,eu-central-1,1221,370.453637829854,0.032407856662039,46.20651218967795,0.9582023981371063,80,1
AWS,compute,OAuth,mobile_app,ap-south-1,1224,285.58012205160446,0.0725876905076507,14.06245669809592,0.9824977703731547,94,2
OpenAI,auth,IAM_Role,mobile_app,ap-south-1,1239,358.27434788238014,0.11755977971638606,24.542754620052925,0.9853487425517915,89,2
OpenAI,auth,IAM_Role,mobile_app,us-east-1,1199,205.08722631160813,0.04475242732395979,7.301420734034217,0.9621398564854512,95,1
Stripe,chat_completion,API_Key,backend_service,ap-south-1,1238,240.00636240640532,0.19264623295285674,44.97918171672108,0.9620662533543506,77,2
OpenAI,chat_completion,IAM_Role,data_pipeline,eu-central-1,1206,133.29696476915177,0.0454432341223943,74.34402748071123,0.9721197886924151,72,1
AWS,compute,JWT,mobile_app,us-west-2,1193,189.2254300587829,0.11570206786699407,21.628105095902463,0.9387264051043303,71,3
Stripe,chat_completion,OAuth,backend_service,ap-south-1,1229,271.89107415773384,0.07839678985302816,103.85398072161311,0.9982588345414881,78,2
OpenAI,compute,OAuth,web_app,us-east-1,1199,240.10545626973553,0.04685235257950791,33.59516263369717,0.9758777595266888,72,1
OpenAI,compute,IAM_Role,data_pipeline,us-west-2,1180,292.8730035799305,0.05859704474983404,31.312967961374266,0.9220114097629523,87,5
