date,day,month,day_of_week,weekend,time,hour,time_period,rush_hour,booking_status,vehicle_type,pickup_location,drop_location,booking_value,booking_val_per_km,ride_distance,High_value_booking,long_ride,payment_method
2024-02-05,5,2,0,0,1900-01-01 15:37:20,15,,1,Completed,Bike,Sushant_Lok,Dwarka_Sector_21,209.0,5.968018275271273,35.02,0,0,Cash
2024-04-25,25,4,3,0,1900-01-01 12:07:25,12,,0,Cancelled_By_Driver,Auto,Uttam_Nagar,Chandni_Chowk,,,,0,0,No_Payment
2024-06-16,16,6,6,1,1900-01-01 18:35:48,18,,1,No_Driver_Found,Bike,Central_Secretariat,Lajpat_Nagar,,,,0,0,No_Payment
2024-03-19,19,3,1,0,1900-01-01 20:41:35,20,,1,Completed,Auto,Vaishali,Indirapuram,679.0,61.171171171171174,11.1,1,0,Cash
2024-10-07,7,10,0,0,1900-01-01 14:05:48,14,,1,Cancelled_By_Customer,Bike,Tis_Hazari,Ghitorni,,,,0,0,No_Payment
2024-06-13,13,6,3,0,1900-01-01 15:09:17,15,,1,Completed,Bike,Laxmi_Nagar,Patel_Chowk,76.0,3.943954333160353,19.27,0,0,Upi
2024-06-21,21,6,4,0,1900-01-01 05:23:47,5,,0,Completed,Go_Mini,Hero_Honda_Chowk,Tagore_Garden,807.0,27.81799379524302,29.01,1,0,Cash
2024-06-13,13,6,3,0,1900-01-01 18:28:04,18,,1,Cancelled_By_Driver,Go_Mini,Greater_Noida,Indirapuram,,,,0,0,No_Payment
2024-11-19,19,11,1,0,1900-01-01 18:00:39,18,,1,Cancelled_By_Driver,Bike,Kashmere_Gate,South_Extension,,,,0,0,No_Payment
2024-04-14,14,4,6,1,1900-01-01 15:19:27,15,,1,Completed,Ebike,Vasant_Kunj,Ina_Market,1597.0,133.41687552213867,11.97,1,0,Upi
2024-04-13,13,4,5,1,1900-01-01 11:21:38,11,,0,Completed,Uber_Xl,Aya_Nagar,Akshardham,812.0,68.46543001686341,11.86,1,0,Upi
2024-11-25,25,11,0,0,1900-01-01 21:05:51,21,,0,Cancelled_By_Driver,Ebike,Civil_Lines_Gurgaon,Aiims,,,,0,0,No_Payment
2024-08-06,6,8,1,0,1900-01-01 17:25:54,17,,1,Incomplete,Auto,Noida_Sector_18,Udyog_Bhawan,517.0,123.98081534772183,4.17,1,0,Cash
2024-11-21,21,11,3,0,1900-01-01 06:52:22,6,,0,Completed,Go_Mini,Karkarduma,Dilshad_Garden,303.0,7.7752117013087,38.97,0,0,Upi
2024-11-20,20,11,2,0,1900-01-01 04:49:17,4,,0,Completed,Premier_Sedan,Lajpat_Nagar,Panipat,967.0,39.582480556692595,24.43,1,0,Uber_Wallet
2024-03-07,7,3,3,0,1900-01-01 19:21:29,19,,1,Cancelled_By_Customer,Go_Mini,Qutub_Minar,Ambience_Mall,,,,0,0,No_Payment
2024-03-22,22,3,4,0,1900-01-01 11:09:10,11,,0,Completed,Uber_Xl,Vaishali,Hero_Honda_Chowk,521.0,11.843600818367811,43.99,0,1,Upi
2024-07-13,13,7,5,1,1900-01-01 04:14:13,4,,0,Incomplete,Go_Mini,Cyber_Hub,Civil_Lines_Gurgaon,362.0,20.280112044817926,17.85,0,0,Upi
2024-06-15,15,6,5,1,1900-01-01 15:00:11,15,,1,Completed,Premier_Sedan,Iit_Delhi,Raj_Nagar_Extension,505.0,22.444444444444443,22.5,0,0,Cash
2024-08-03,3,8,5,1,1900-01-01 17:13:23,17,,1,Cancelled_By_Driver,Bike,Nehru_Place,New_Colony,,,,0,0,No_Payment
2024-09-25,25,9,2,0,1900-01-01 16:51:49,16,,1,Completed,Auto,Paharganj,Indraprastha,346.0,19.0633608815427,18.15,0,0,Upi
2024-12-05,5,12,3,0,1900-01-01 18:03:57,18,,1,Completed,Go_Sedan,Ito,Noida_Extension,974.0,36.72699849170437,26.52,1,0,Cash
2024-11-27,27,11,2,0,1900-01-01 11:19:24,11,,0,Cancelled_By_Driver,Go_Mini,Cyber_Hub,Chandni_Chowk,,,,0,0,No_Payment
2024-12-22,22,12,6,1,1900-01-01 14:23:05,14,,1,Completed,Auto,Kherki_Daula_Toll,Manesar,943.0,37.287465401344406,25.29,1,0,Upi
2024-12-20,20,12,4,0,1900-01-01 15:11:45,15,,1,Completed,Auto,Kashmere_Gate,Rohini_East,228.0,26.823529411764707,8.5,1,0,Upi
2024-09-09,9,9,0,0,1900-01-01 00:08:32,0,,0,Completed,Go_Mini,Greater_Kailash,Kashmere_Gate_Isbt,659.0,31.99029126213592,20.6,1,0,Cash
2024-08-03,3,8,5,1,1900-01-01 08:11:51,8,,0,Completed,Bike,Badshahpur,Gtb_Nagar,337.0,7.569631626235399,44.52,0,1,Cash
2024-10-18,18,10,4,0,1900-01-01 17:08:43,17,,1,Completed,Auto,Malviya_Nagar,Rithala,1641.0,57.137883008356546,28.72,1,0,Upi
2024-01-03,3,1,2,0,1900-01-01 15:43:43,15,,1,Completed,Bike,Madipur,Satguru_Ram_Singh_Marg,898.0,106.27218934911244,8.45,1,0,Debit_Card
2024-09-23,23,9,0,0,1900-01-01 16:04:41,16,,1,Completed,Go_Sedan,Huda_City_Centre,Shahdara,475.0,19.68503937007874,24.13,0,0,Cash
2024-07-30,30,7,1,0,1900-01-01 11:03:01,11,,0,Completed,Uber_Xl,Ambience_Mall,Igi_Airport,72.0,6.916426512968299,10.41,0,0,Uber_Wallet
2024-07-08,8,7,0,0,1900-01-01 17:24:44,17,,1,Completed,Go_Mini,Seelampur,Akshardham,87.0,5.827193569993303,14.93,0,0,Debit_Card
2024-03-19,19,3,1,0,1900-01-01 09:16:40,9,,0,No_Driver_Found,Go_Sedan,Seelampur,Rohini,,,,0,0,No_Payment
2024-10-20,20,10,6,1,1900-01-01 19:05:18,19,,1,Completed,Auto,Ardee_City,Barakhamba_Road,614.0,50.576606260296536,12.14,1,0,Upi
2024-03-27,27,3,2,0,1900-01-01 10:32:07,10,,0,No_Driver_Found,Bike,Subhash_Nagar,Sadar_Bazar_Gurgaon,,,,0,0,No_Payment
2024-10-23,23,10,2,0,1900-01-01 21:58:01,21,,0,Completed,Auto,Gurgaon_Sector_56,Anand_Vihar_Isbt,163.0,3.955350643047804,41.21,0,1,Upi
2024-12-27,27,12,4,0,1900-01-01 22:26:26,22,,0,Completed,Go_Sedan,New_Delhi_Railway_Station,Badshahpur,452.0,15.306467998645445,29.53,0,0,Upi
2024-10-11,11,10,4,0,1900-01-01 06:26:50,6,,0,Completed,Ebike,Anand_Vihar,Botanical_Garden,290.0,13.211845102505695,21.95,0,0,Upi
2024-11-04,4,11,0,0,1900-01-01 21:47:12,21,,0,Incomplete,Go_Sedan,Meerut,New_Delhi_Railway_Station,412.0,156.65399239543726,2.63,1,0,Credit_Card
2024-03-22,22,3,4,0,1900-01-01 10:25:15,10,,0,Completed,Auto,Samaypur_Badli,Tilak_Nagar,313.0,19.91094147582697,15.72,0,0,Credit_Card
2024-12-22,22,12,6,1,1900-01-01 08:25:18,8,,0,Completed,Premier_Sedan,Indirapuram,Yamuna_Bank,907.0,35.22330097087379,25.75,1,0,Upi
2024-10-15,15,10,1,0,1900-01-01 16:12:44,16,,1,Completed,Bike,Indraprastha,Imt_Manesar,260.0,15.531660692951016,16.74,0,0,Upi
2024-01-03,3,1,2,0,1900-01-01 12:35:18,12,,0,Completed,Go_Sedan,Igi_Airport,Vishwavidyalaya,119.0,4.453592814371258,26.72,0,0,Credit_Card
2024-07-12,12,7,4,0,1900-01-01 10:31:30,10,,0,Completed,Bike,Subhash_Nagar,Palam_Vihar,69.0,13.967611336032387,4.94,0,0,Cash
2024-07-26,26,7,4,0,1900-01-01 11:20:02,11,,0,Completed,Go_Mini,Rithala,Shivaji_Park,404.0,21.992378878606424,18.37,0,0,Credit_Card
2024-01-03,3,1,2,0,1900-01-01 18:09:30,18,,1,Completed,Premier_Sedan,Karkarduma,Shastri_Park,284.0,10.893747602608363,26.07,0,0,Upi
2024-08-06,6,8,1,0,1900-01-01 02:20:50,2,,0,Completed,Go_Sedan,Basai_Dhankot,Imt_Manesar,180.0,32.0855614973262,5.61,1,0,Cash
2024-04-06,6,4,5,1,1900-01-01 10:43:14,10,,0,Cancelled_By_Customer,Auto,Preet_Vihar,Aya_Nagar,,,,0,0,No_Payment
2024-11-08,8,11,4,0,1900-01-01 20:46:00,20,,1,Completed,Auto,Shastri_Nagar,Ina_Market,228.0,10.502072777521878,21.71,0,0,Upi
2024-02-04,4,2,6,1,1900-01-01 17:23:19,17,,1,Cancelled_By_Driver,Go_Mini,Satguru_Ram_Singh_Marg,Mg_Road,,,,0,0,No_Payment
2024-08-24,24,8,5,1,1900-01-01 14:15:03,14,,1,Completed,Go_Sedan,Chirag_Delhi,Bhikaji_Cama_Place,411.0,39.74854932301741,10.34,1,0,Uber_Wallet
2024-09-02,2,9,0,0,1900-01-01 10:35:06,10,,0,Completed,Auto,Maidan_Garhi,Hauz_Khas,595.0,19.450800915331808,30.59,0,0,Upi
2024-09-01,1,9,6,1,1900-01-01 05:10:23,5,,0,Completed,Bike,India_Gate,Punjabi_Bagh,459.0,13.397548161120842,34.26,0,0,Uber_Wallet
2024-12-05,5,12,3,0,1900-01-01 06:50:11,6,,0,Completed,Go_Mini,Hero_Honda_Chowk,Noida_Sector_18,310.0,32.35908141962422,9.58,1,0,Debit_Card
2024-01-05,5,1,4,0,1900-01-01 21:45:05,21,,0,Completed,Auto,New_Colony,Rohini,561.0,37.77777777777778,14.85,1,0,Uber_Wallet
2024-01-05,5,1,4,0,1900-01-01 16:17:43,16,,1,Completed,Uber_Xl,Ambience_Mall,Shivaji_Park,627.0,16.230908620243333,38.63,0,0,Upi
2024-04-17,17,4,2,0,1900-01-01 19:20:00,19,,1,Completed,Auto,Pitampura,South_Extension,389.0,16.63815226689478,23.38,0,0,Credit_Card
2024-01-30,30,1,1,0,1900-01-01 21:24:55,21,,0,Incomplete,Go_Mini,Delhi_Gate,Saidulajab,274.0,44.77124183006536,6.12,1,0,Upi
2024-02-24,24,2,5,1,1900-01-01 10:07:54,10,,0,Completed,Go_Mini,Seelampur,Green_Park,130.0,4.977029096477795,26.12,0,0,Cash
2024-01-16,16,1,1,0,1900-01-01 16:27:43,16,,1,No_Driver_Found,Premier_Sedan,Model_Town,Dlf_Phase_3,,,,0,0,No_Payment
2024-02-07,7,2,2,0,1900-01-01 17:01:16,17,,1,Completed,Auto,Udyog_Vihar,Kherki_Daula_Toll,234.0,110.9004739336493,2.11,1,0,Cash
2024-02-11,11,2,6,1,1900-01-01 09:35:31,9,,0,Completed,Go_Sedan,Mg_Road,Tagore_Garden,95.0,7.474429583005507,12.71,0,0,Cash
2024-08-08,8,8,3,0,1900-01-01 14:24:09,14,,1,Cancelled_By_Customer,Go_Mini,Noida_Sector_18,Paschim_Vihar,,,,0,0,No_Payment
2024-01-13,13,1,5,1,1900-01-01 13:07:35,13,,0,Cancelled_By_Customer,Auto,Saidulajab,South_Extension,,,,0,0,No_Payment
2024-03-23,23,3,5,1,1900-01-01 19:51:41,19,,1,Completed,Go_Sedan,Botanical_Garden,Anand_Vihar,360.0,19.87852015461071,18.11,0,0,Cash
2024-11-20,20,11,2,0,1900-01-01 09:20:27,9,,0,Incomplete,Go_Sedan,Civil_Lines_Gurgaon,Nawada,318.0,67.6595744680851,4.7,1,0,Upi
2024-08-19,19,8,0,0,1900-01-01 13:59:01,13,,0,Completed,Go_Mini,Kirti_Nagar,Karol_Bagh,56.0,18.30065359477124,3.06,0,0,Upi
2024-08-17,17,8,5,1,1900-01-01 19:14:49,19,,1,Completed,Auto,Udyog_Vihar,Badshahpur,1111.0,324.85380116959067,3.42,1,0,Cash
2024-12-22,22,12,6,1,1900-01-01 11:12:50,11,,0,Completed,Premier_Sedan,Kashmere_Gate_Isbt,Moti_Nagar,176.0,5.536332179930796,31.79,0,0,Cash
2024-04-21,21,4,6,1,1900-01-01 18:28:48,18,,1,Incomplete,Bike,Samaypur_Badli,Saket,174.0,9.487459105779717,18.34,0,0,Credit_Card
2024-01-21,21,1,6,1,1900-01-01 11:28:44,11,,0,Cancelled_By_Driver,Go_Mini,Kashmere_Gate,Chandni_Chowk,,,,0,0,No_Payment
2024-03-25,25,3,0,0,1900-01-01 20:25:31,20,,1,Completed,Bike,Aya_Nagar,Govindpuri,911.0,25.518207282913163,35.7,1,0,Uber_Wallet
2024-04-16,16,4,1,0,1900-01-01 20:18:48,20,,1,Completed,Auto,Igi_Airport,Rohini_West,288.0,8.74051593323217,32.95,0,0,Upi
2024-10-17,17,10,3,0,1900-01-01 10:35:01,10,,0,Incomplete,Go_Mini,Vinobapuri,Vaishali,932.0,103.44062153163152,9.01,1,0,Upi
2024-06-23,23,6,6,1,1900-01-01 19:07:28,19,,1,Cancelled_By_Driver,Premier_Sedan,Vinobapuri,Gurgaon_Sector_56,,,,0,0,No_Payment
2024-01-26,26,1,4,0,1900-01-01 09:07:09,9,,0,Completed,Auto,Ashok_Vihar,Laxmi_Nagar,726.0,46.24203821656051,15.7,1,0,Upi
2024-04-25,25,4,3,0,1900-01-01 11:08:23,11,,0,Completed,Premier_Sedan,Jahangirpuri,Subhash_Nagar,442.0,14.439725579875859,30.61,0,0,Upi
2024-03-12,12,3,1,0,1900-01-01 13:56:59,13,,0,Completed,Auto,Maidan_Garhi,Seelampur,50.0,3.97456279809221,12.58,0,0,Cash
2024-12-03,3,12,1,0,1900-01-01 14:47:28,14,,1,No_Driver_Found,Premier_Sedan,Sushant_Lok,Rohini,,,,0,0,No_Payment
2024-03-14,14,3,3,0,1900-01-01 09:30:24,9,,0,Completed,Premier_Sedan,Vinobapuri,Netaji_Subhash_Place,423.0,18.015332197614992,23.48,0,0,Credit_Card
2024-05-16,16,5,3,0,1900-01-01 17:28:43,17,,1,Cancelled_By_Driver,Go_Mini,Bhiwadi,Iffco_Chowk,,,,0,0,No_Payment
2024-03-09,9,3,5,1,1900-01-01 05:00:24,5,,0,Completed,Auto,Narsinghpur,Botanical_Garden,213.0,16.498838109992253,12.91,0,0,Uber_Wallet
2024-06-10,10,6,0,0,1900-01-01 20:48:14,20,,1,Cancelled_By_Driver,Auto,Gwal_Pahari,Saket,,,,0,0,No_Payment
2024-01-28,28,1,6,1,1900-01-01 11:24:01,11,,0,Cancelled_By_Driver,Auto,Rajouri_Garden,Sohna_Road,,,,0,0,No_Payment
2024-12-15,15,12,6,1,1900-01-01 11:31:42,11,,0,Completed,Bike,Jasola,Sultanpur,410.0,9.836852207293665,41.68,0,1,Cash
2024-02-24,24,2,5,1,1900-01-01 20:27:32,20,,1,Completed,Ebike,Civil_Lines_Gurgaon,Preet_Vihar,996.0,32.22258168877386,30.91,1,0,Upi
2024-03-05,5,3,1,0,1900-01-01 16:33:51,16,,1,Completed,Bike,Noida_Extension,Vinobapuri,52.0,1.6905071521456436,30.76,0,0,Cash
2024-01-01,1,1,0,0,1900-01-01 10:29:51,10,,0,Completed,Uber_Xl,Civil_Lines_Gurgaon,Kirti_Nagar,115.0,3.7618580307491003,30.57,0,0,Cash
2024-01-14,14,1,6,1,1900-01-01 01:00:10,1,,0,Completed,Go_Sedan,Mandi_House,Shivaji_Park,774.0,30.317273795534664,25.53,1,0,Upi
2024-04-24,24,4,2,0,1900-01-01 18:35:45,18,,1,Cancelled_By_Driver,Auto,Saket_A_Block,Sushant_Lok,,,,0,0,No_Payment
2024-11-30,30,11,5,1,1900-01-01 11:31:58,11,,0,Cancelled_By_Driver,Go_Mini,Indraprastha,Lok_Kalyan_Marg,,,,0,0,No_Payment
2024-11-21,21,11,3,0,1900-01-01 21:08:21,21,,0,Completed,Bike,Netaji_Subhash_Place,Rajiv_Nagar,94.0,3.2038173142467623,29.34,0,0,Debit_Card
2024-05-08,8,5,2,0,1900-01-01 18:10:37,18,,1,Completed,Ebike,Paschim_Vihar,Kaushambi,536.0,79.64338781575037,6.73,1,0,Upi
2024-06-29,29,6,5,1,1900-01-01 19:06:53,19,,1,Completed,Premier_Sedan,Kalkaji,Manesar,272.0,35.096774193548384,7.75,1,0,Credit_Card
2024-05-25,25,5,5,1,1900-01-01 13:43:02,13,,0,Completed,Premier_Sedan,Panchsheel_Park,Ghitorni_Village,434.0,41.02079395085066,10.58,1,0,Upi
2024-11-29,29,11,4,0,1900-01-01 15:46:45,15,,1,Cancelled_By_Customer,Uber_Xl,Anand_Vihar_Isbt,Paschim_Vihar,,,,0,0,No_Payment
2024-01-01,1,1,0,0,1900-01-01 18:57:35,18,,1,No_Driver_Found,Premier_Sedan,Model_Town,Ashram,,,,0,0,No_Payment
2024-07-08,8,7,0,0,1900-01-01 10:59:17,10,,0,Completed,Bike,Chandni_Chowk,Hauz_Rani,441.0,9.824014257072845,44.89,0,1,Uber_Wallet
2024-06-12,12,6,2,0,1900-01-01 07:14:44,7,,0,Cancelled_By_Customer,Go_Sedan,Iffco_Chowk,Satguru_Ram_Singh_Marg,,,,0,0,No_Payment
2024-02-08,8,2,3,0,1900-01-01 17:24:51,17,,1,Completed,Bike,Jahangirpuri,Anand_Vihar,180.0,3.8428693424423566,46.84,0,1,Cash
2024-07-31,31,7,2,0,1900-01-01 13:50:44,13,,0,Completed,Auto,Sonipat,Gurgaon_Sector_29,606.0,71.54663518299881,8.47,1,0,Cash
2024-05-10,10,5,4,0,1900-01-01 11:52:20,11,,0,Cancelled_By_Customer,Uber_Xl,Shivaji_Park,Nawada,,,,0,0,No_Payment
2024-12-02,2,12,0,0,1900-01-01 17:07:53,17,,1,Completed,Auto,Ashok_Vihar,Imt_Manesar,562.0,98.25174825174825,5.72,1,0,Uber_Wallet
2024-11-02,2,11,5,1,1900-01-01 16:53:53,16,,1,Completed,Bike,Jahangirpuri,New_Colony,660.0,155.2941176470588,4.25,1,0,Uber_Wallet
2024-01-22,22,1,0,0,1900-01-01 18:16:58,18,,1,Completed,Ebike,Nawada,Adarsh_Nagar,427.0,14.759764949879019,28.93,0,0,Upi
2024-11-23,23,11,5,1,1900-01-01 05:39:58,5,,0,Cancelled_By_Driver,Ebike,Dlf_City_Court,Nawada,,,,0,0,No_Payment
2024-09-28,28,9,5,1,1900-01-01 16:14:18,16,,1,Cancelled_By_Driver,Bike,Tughlakabad,Saidulajab,,,,0,0,No_Payment
2024-02-22,22,2,3,0,1900-01-01 16:32:19,16,,1,Completed,Bike,Yamuna_Bank,Indraprastha,530.0,60.98964326812428,8.69,1,0,Upi
2024-08-24,24,8,5,1,1900-01-01 06:59:37,6,,0,Completed,Ebike,Kashmere_Gate,Shastri_Park,1025.0,22.06673842841765,46.45,0,1,Upi
2024-07-17,17,7,2,0,1900-01-01 11:19:55,11,,0,Completed,Ebike,Moti_Nagar,Qutub_Minar,325.0,67.70833333333334,4.8,1,0,Uber_Wallet
2024-05-22,22,5,2,0,1900-01-01 17:55:09,17,,1,Completed,Go_Sedan,Tughlakabad,Maidan_Garhi,74.0,2.591943957968476,28.55,0,0,Uber_Wallet
2024-11-16,16,11,5,1,1900-01-01 09:40:46,9,,0,Cancelled_By_Driver,Premier_Sedan,Pitampura,Mansarovar_Park,,,,0,0,No_Payment
2024-01-20,20,1,5,1,1900-01-01 19:09:29,19,,1,Completed,Premier_Sedan,New_Colony,Tilak_Nagar,139.0,8.633540372670806,16.1,0,0,Credit_Card
2024-04-14,14,4,6,1,1900-01-01 19:38:27,19,,1,Cancelled_By_Customer,Auto,Lal_Quila,Moolchand,,,,0,0,No_Payment
2024-12-04,4,12,2,0,1900-01-01 16:10:32,16,,1,Cancelled_By_Driver,Auto,Okhla,Madipur,,,,0,0,No_Payment
2024-04-24,24,4,2,0,1900-01-01 06:47:35,6,,0,Completed,Bike,Botanical_Garden,Jhilmil,274.0,10.159436410826846,26.97,0,0,Debit_Card
2024-12-26,26,12,3,0,1900-01-01 09:36:42,9,,0,Cancelled_By_Driver,Go_Sedan,Nehru_Place,Hauz_Rani,,,,0,0,No_Payment
2024-08-31,31,8,5,1,1900-01-01 04:43:04,4,,0,Completed,Go_Mini,Lajpat_Nagar,Sultanpur,1131.0,25.792474344355757,43.85,1,1,Upi
2024-05-31,31,5,4,0,1900-01-01 12:31:30,12,,0,Completed,Go_Sedan,Raj_Nagar_Extension,Golf_Course_Road,209.0,16.430817610062892,12.72,0,0,Debit_Card
2024-06-02,2,6,6,1,1900-01-01 15:11:15,15,,1,Completed,Ebike,Anand_Vihar,Mandi_House,613.0,13.14886314886315,46.62,0,1,Upi
2024-01-17,17,1,2,0,1900-01-01 16:10:37,16,,1,Completed,Ebike,Meerut,Rk_Puram,171.0,16.223908918406075,10.54,0,0,Upi
2024-02-03,3,2,5,1,1900-01-01 19:26:09,19,,1,Cancelled_By_Driver,Go_Mini,Ashok_Vihar,Vidhan_Sabha,,,,0,0,No_Payment
2024-07-19,19,7,4,0,1900-01-01 22:26:03,22,,0,Completed,Bike,Greater_Noida,Seelampur,655.0,218.33333333333334,3.0,1,0,Cash
2024-12-13,13,12,4,0,1900-01-01 20:04:21,20,,1,Cancelled_By_Driver,Go_Sedan,Rk_Puram,Sushant_Lok,,,,0,0,No_Payment
2024-10-17,17,10,3,0,1900-01-01 10:32:06,10,,0,Completed,Go_Mini,Patel_Chowk,Indirapuram,318.0,19.20289855072464,16.56,0,0,Cash
2024-10-27,27,10,6,1,1900-01-01 15:03:06,15,,1,Completed,Ebike,Old_Gurgaon,Gurgaon_Sector_56,105.0,3.3643063120794614,31.21,0,0,Cash
2024-03-26,26,3,1,0,1900-01-01 15:49:23,15,,1,Completed,Go_Mini,Laxmi_Nagar,Rohini_West,347.0,19.1079295154185,18.16,0,0,Upi
2024-02-02,2,2,4,0,1900-01-01 07:32:26,7,,0,Incomplete,Premier_Sedan,Dlf_Phase_3,Inderlok,193.0,18.38095238095238,10.5,0,0,Cash
2024-12-27,27,12,4,0,1900-01-01 16:50:21,16,,1,Completed,Ebike,Indraprastha,Jahangirpuri,50.0,2.675227394328518,18.69,0,0,Credit_Card
2024-08-28,28,8,2,0,1900-01-01 12:22:37,12,,0,Completed,Bike,Ghaziabad,Shastri_Nagar,181.0,5.869001297016862,30.84,0,0,Uber_Wallet
2024-04-29,29,4,0,0,1900-01-01 08:01:50,8,,0,Completed,Bike,Janakpuri,Ignou_Road,565.0,26.739233317557975,21.13,1,0,Upi
2024-05-22,22,5,2,0,1900-01-01 18:39:02,18,,1,Cancelled_By_Customer,Premier_Sedan,Hero_Honda_Chowk,Panipat,,,,0,0,No_Payment
2024-05-27,27,5,0,0,1900-01-01 18:11:02,18,,1,Completed,Bike,Rohini_East,Anand_Vihar,468.0,34.16058394160584,13.7,1,0,Cash
2024-10-17,17,10,3,0,1900-01-01 09:05:44,9,,0,Completed,Premier_Sedan,Yamuna_Bank,South_Extension,834.0,28.75862068965517,29.0,1,0,Upi
2024-05-19,19,5,6,1,1900-01-01 22:06:27,22,,0,Completed,Go_Mini,Arjangarh,Vidhan_Sabha,408.0,9.649952696310311,42.28,0,1,Upi
2024-11-04,4,11,0,0,1900-01-01 01:36:35,1,,0,Completed,Bike,Kherki_Daula_Toll,Basai_Dhankot,908.0,174.6153846153846,5.2,1,0,Uber_Wallet
2024-05-28,28,5,1,0,1900-01-01 06:43:07,6,,0,Incomplete,Go_Mini,Panipat,Adarsh_Nagar,603.0,43.56936416184971,13.84,1,0,Upi
2024-05-04,4,5,5,1,1900-01-01 19:48:12,19,,1,Completed,Go_Mini,Moolchand,Gurgaon_Sector_29,431.0,64.71471471471472,6.66,1,0,Upi
2024-04-11,11,4,3,0,1900-01-01 11:33:55,11,,0,Incomplete,Go_Mini,Peeragarhi,Moolchand,758.0,136.33093525179856,5.56,1,0,Cash
2024-03-22,22,3,4,0,1900-01-01 22:48:52,22,,0,Completed,Go_Sedan,Noida_Sector_62,Raj_Nagar_Extension,147.0,7.777777777777779,18.9,0,0,Upi
2024-07-20,20,7,5,1,1900-01-01 01:47:30,1,,0,Cancelled_By_Customer,Auto,Saket_A_Block,Malviya_Nagar,,,,0,0,No_Payment
2024-07-11,11,7,3,0,1900-01-01 22:37:31,22,,0,Cancelled_By_Driver,Go_Mini,Tilak_Nagar,Saidulajab,,,,0,0,No_Payment
2024-02-06,6,2,1,0,1900-01-01 09:24:45,9,,0,Completed,Auto,Kaushambi,Moolchand,551.0,12.192963044921443,45.19,0,1,Cash
2024-02-22,22,2,3,0,1900-01-01 13:23:18,13,,0,Cancelled_By_Driver,Go_Sedan,Karol_Bagh,Mg_Road,,,,0,0,No_Payment
2024-08-20,20,8,1,0,1900-01-01 22:04:34,22,,0,Completed,Auto,Shahdara,Ito,483.0,24.344758064516128,19.84,0,0,Upi
2024-07-04,4,7,3,0,1900-01-01 16:29:32,16,,1,Incomplete,Auto,Central_Secretariat,Barakhamba_Road,227.0,13.799392097264437,16.45,0,0,Cash
2024-06-15,15,6,5,1,1900-01-01 19:48:40,19,,1,Cancelled_By_Driver,Premier_Sedan,Saket_A_Block,Badarpur,,,,0,0,No_Payment
2024-07-15,15,7,0,0,1900-01-01 11:14:48,11,,0,Completed,Bike,Nawada,Barakhamba_Road,149.0,2.98,50.0,0,1,Cash
2024-05-31,31,5,4,0,1900-01-01 19:57:58,19,,1,Completed,Ebike,Ashok_Vihar,Gtb_Nagar,86.0,11.878453038674033,7.24,0,0,Cash
2024-09-08,8,9,6,1,1900-01-01 14:30:08,14,,1,Cancelled_By_Customer,Auto,Malviya_Nagar,Vidhan_Sabha,,,,0,0,No_Payment
2024-08-04,4,8,6,1,1900-01-01 07:32:54,7,,0,Cancelled_By_Driver,Premier_Sedan,Indirapuram,Mehrauli,,,,0,0,No_Payment
2024-02-16,16,2,4,0,1900-01-01 18:06:21,18,,1,No_Driver_Found,Go_Sedan,Shivaji_Park,Lal_Quila,,,,0,0,No_Payment
2024-05-12,12,5,6,1,1900-01-01 19:04:59,19,,1,No_Driver_Found,Auto,Indirapuram,Sultanpur,,,,0,0,No_Payment
2024-07-06,6,7,5,1,1900-01-01 00:24:05,0,,0,Completed,Auto,Arjangarh,Central_Secretariat,178.0,8.931259407927747,19.93,0,0,Cash
2024-06-13,13,6,3,0,1900-01-01 05:18:38,5,,0,Cancelled_By_Customer,Bike,Janakpuri,Sadar_Bazar_Gurgaon,,,,0,0,No_Payment
2024-06-30,30,6,6,1,1900-01-01 18:38:21,18,,1,Cancelled_By_Driver,Bike,Pragati_Maidan,Chanakyapuri,,,,0,0,No_Payment
2024-03-28,28,3,3,0,1900-01-01 18:33:41,18,,1,No_Driver_Found,Auto,Connaught_Place,Chirag_Delhi,,,,0,0,No_Payment
2024-06-06,6,6,3,0,1900-01-01 11:59:23,11,,0,Incomplete,Go_Mini,Rk_Puram,Mayur_Vihar,511.0,170.90301003344482,2.99,1,0,Cash
2024-07-31,31,7,2,0,1900-01-01 22:04:44,22,,0,Cancelled_By_Customer,Bike,Hero_Honda_Chowk,Rohini_West,,,,0,0,No_Payment
2024-11-17,17,11,6,1,1900-01-01 10:23:41,10,,0,Completed,Auto,Huda_City_Centre,Mansarovar_Park,748.0,26.600284495021338,28.12,1,0,Uber_Wallet
2024-07-31,31,7,2,0,1900-01-01 16:55:54,16,,1,No_Driver_Found,Auto,Pataudi_Chowk,Uttam_Nagar,,,,0,0,No_Payment
2024-11-13,13,11,2,0,1900-01-01 20:14:21,20,,1,Completed,Premier_Sedan,Mundka,Vaishali,343.0,52.85053929121725,6.49,1,0,Uber_Wallet
2024-05-21,21,5,1,0,1900-01-01 19:10:49,19,,1,No_Driver_Found,Go_Sedan,Gwal_Pahari,Azadpur,,,,0,0,No_Payment
2024-05-07,7,5,1,0,1900-01-01 16:24:44,16,,1,Completed,Go_Sedan,Palam_Vihar,New_Delhi_Railway_Station,229.0,18.467741935483872,12.4,0,0,Upi
